,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.73,0.09,0.3,0.58
emftriple.csv,0.16,0.53,0.0,0.3
fluent-nhibernate.csv,0.71,0.0,0.51,0.45
gpsmid.csv,0.78,0.13,0.32,0.48
