,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.44,0.38,0.35,0.74
jajuk.csv,0.78,0.37,0.41,0.78
vapor.csv,0.62,0.25,0.47,0.7
zorannt.csv,0.62,0.45,0.35,0.47
