,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.85,0.71,0.56,0.55,0.64
aime.csv,0.62,0.9,0.21,0.0,0.64
badtrinitycore.csv,0.0,0.01,0.41,0.83,0.57
electric-core.csv,0.92,0.59,0.65,0.64,0.86
olsrd.csv,1.0,0.72,0.58,0.49,0.36
