,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.36,0.61,0.5,0.6,0.37,0.72,0.38,0.09,0.33,0.43
array4j.csv,0.0,0.17,0.67,0.36,0.33,0.58,0.48,0.57,0.37,0.21
beast-mcmc.csv,0.75,0.74,0.49,0.62,0.73,0.71,0.43,0.42,0.52,0.45
continuum-ide.csv,0.0,0.18,0.15,0.81,0.16,0.17,0.26,0.16,0.18,0.09
jam-daq.csv,0.89,0.58,0.29,0.32,0.71,0.22,0.2,0.32,0.34,0.26
l2j.csv,0.75,0.59,0.4,0.58,0.64,0.51,0.52,0.59,0.44,0.75
nodal.csv,0.0,0.21,0.23,0.65,0.19,0.33,0.65,0.16,0.42,0.11
projectfactory.csv,0.0,0.6,0.46,0.62,0.4,0.4,0.34,0.55,0.49,0.68
roolo.csv,0.0,0.42,0.58,0.56,0.48,0.57,0.4,0.63,0.76,0.48
