,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.31,0.41,0.42,0.32,0.62,0.57,0.64,0.39,0.57,0.59
array4j.csv,0.55,0.35,0.63,0.35,0.66,0.44,0.43,0.48,0.44,0.97
beast-mcmc.csv,0.37,0.51,0.43,0.27,0.36,0.44,0.73,0.46,0.5,0.49
continuum-ide.csv,0.92,0.97,0.88,0.45,0.68,0.94,0.68,0.9,0.5,0.94
jam-daq.csv,0.55,0.73,0.77,0.45,0.4,0.86,0.88,0.48,0.71,0.75
l2j.csv,0.42,0.45,0.64,0.36,0.35,0.55,0.49,0.47,0.48,0.48
nodal.csv,0.6,0.85,0.82,0.47,0.7,0.65,0.7,0.9,0.5,0.95
projectfactory.csv,0.5,0.52,0.48,0.34,0.73,0.53,0.94,0.58,0.43,0.45
roolo.csv,0.43,0.39,0.61,0.4,0.62,0.53,0.48,0.53,0.74,0.44
