,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.31,0.5,0.79,0.36,0.59,0.04,0.2,0.68,0.19,0.29,0.0,0.45,0.26,0.68,0.31,0.2
biodwh.csv,0.08,0.09,0.0,0.28,0.26,0.04,0.25,0.12,0.07,0.14,0.31,0.13,0.26,0.0,0.42,0.0
bloodycore.csv,0.06,0.05,0.69,0.0,0.54,0.12,0.04,0.2,0.0,0.19,0.35,0.11,0.0,0.42,0.77,0.02
blue-c.csv,0.37,0.5,0.81,0.45,0.6,0.0,0.54,0.54,0.67,0.4,0.62,0.37,0.47,0.28,0.68,0.24
etics.csv,0.07,0.41,0.0,0.27,0.38,0.08,0.25,0.23,0.41,0.04,0.22,0.34,0.16,0.44,0.42,0.05
flexpay.csv,0.66,0.68,0.81,0.72,0.89,1.0,0.57,0.0,0.78,0.51,0.78,0.82,0.58,0.48,0.97,0.02
flylegacy.csv,0.32,0.05,0.21,0.42,0.37,0.72,0.11,0.36,0.45,0.19,0.56,0.21,0.58,0.25,0.45,0.1
ftm.csv,0.57,0.36,0.52,0.35,0.38,0.08,0.5,0.36,0.27,0.44,0.27,0.61,0.37,0.38,0.03,0.29
gzigzag.csv,0.38,0.45,0.07,0.28,0.0,0.52,0.18,0.18,0.06,0.62,0.22,0.16,0.47,0.31,0.23,0.56
img-browse-sort.csv,0.6,0.32,0.14,0.5,0.31,0.16,0.09,0.36,0.35,0.69,0.44,0.0,0.53,0.34,0.34,0.17
jcache.csv,0.7,0.59,0.57,0.72,0.62,0.24,0.62,0.54,0.95,0.93,0.65,0.61,0.79,0.45,0.14,0.02
jguard.csv,0.91,0.64,0.69,0.71,0.58,0.12,0.0,0.69,0.55,0.96,0.85,0.47,0.89,0.58,0.86,0.2
ppcboot.csv,0.46,0.36,0.71,0.41,0.63,0.36,0.55,0.64,0.54,0.03,0.35,0.5,0.37,0.63,0.49,0.8
qdvdauthor.csv,0.66,0.55,0.43,0.42,0.43,0.12,0.46,0.37,0.32,0.58,0.35,0.45,0.0,0.2,0.32,0.24
reactos-mirror.csv,0.04,0.5,0.83,0.69,0.63,0.92,0.46,0.63,0.4,1.0,0.85,0.39,0.47,0.68,0.85,0.2
unbvision.csv,0.04,0.14,0.74,0.18,0.8,0.88,0.48,0.64,0.0,0.12,0.56,0.32,0.21,0.61,0.85,0.68
