,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.72,0.61,0.54,0.62,0.43,0.5,0.85,0.46,0.67,0.74,0.52,0.44,0.46,0.37,0.51,0.52
biodwh.csv,0.99,0.93,0.8,0.79,0.78,0.5,0.8,0.92,0.9,0.75,0.96,0.83,0.73,0.91,0.76,0.82
bloodycore.csv,0.98,0.94,0.6,0.99,0.63,0.83,0.5,0.99,0.67,0.98,0.96,0.88,0.75,0.76,0.52,0.5
blue-c.csv,0.62,0.44,0.44,0.56,0.45,0.48,0.51,0.51,0.55,0.72,0.44,0.44,0.42,0.56,0.44,0.44
etics.csv,0.99,0.5,0.67,0.66,0.6,0.71,0.7,0.78,0.56,0.92,0.62,0.69,0.61,0.51,0.52,0.67
flexpay.csv,0.56,0.51,0.55,0.45,0.43,0.5,0.63,0.99,0.62,0.72,0.62,0.37,0.83,0.65,0.44,0.5
flylegacy.csv,0.59,0.38,0.6,0.49,0.46,0.54,0.92,0.53,0.49,0.96,0.5,0.57,0.45,0.62,0.42,0.43
ftm.csv,0.44,0.4,0.47,0.5,0.43,0.5,0.41,0.56,0.47,0.57,0.52,0.34,0.43,0.55,0.54,0.39
gzigzag.csv,0.72,0.58,0.86,0.69,0.85,0.93,0.92,0.92,0.91,0.77,0.9,0.86,0.69,0.69,0.83,0.96
img-browse-sort.csv,0.61,0.45,0.69,0.46,0.57,0.62,0.89,0.61,0.68,0.77,0.66,0.77,0.49,0.59,0.61,0.46
jcache.csv,0.52,0.4,0.43,0.39,0.38,0.57,0.38,0.43,0.5,0.57,0.47,0.34,0.42,0.39,0.94,0.43
jguard.csv,0.43,0.39,0.5,0.4,0.43,0.42,0.66,0.47,0.59,0.6,0.39,0.39,0.42,0.48,0.42,0.46
ppcboot.csv,0.63,0.66,0.49,0.54,0.42,0.54,0.53,0.47,0.59,0.76,0.53,0.45,0.46,0.43,0.51,0.64
qdvdauthor.csv,0.49,0.62,0.6,0.61,0.62,0.61,0.52,0.72,0.64,0.69,0.6,0.5,0.45,0.95,0.52,0.59
reactos-mirror.csv,0.62,0.46,0.39,0.39,0.45,0.55,0.56,0.43,0.55,0.58,0.44,0.44,0.6,0.38,0.46,0.47
unbvision.csv,0.99,0.65,0.58,0.87,0.46,0.55,0.49,0.58,0.72,0.98,0.64,0.73,0.67,0.51,0.49,0.73
