,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.39,0.48,0.37,0.51,0.59,0.62,0.34,0.59,0.51,0.5,0.99,0.6,0.6,0.45,0.56,0.54
biodwh.csv,0.26,0.23,0.43,0.44,0.32,0.04,0.23,0.3,0.16,0.16,0.19,0.1,0.46,0.93,0.44,0.37
bloodycore.csv,0.07,0.29,0.42,0.95,0.45,0.12,0.0,0.21,0.12,0.22,0.11,0.36,0.12,0.36,0.49,0.04
blue-c.csv,0.6,0.61,0.45,0.57,0.58,0.98,0.49,0.61,0.64,0.65,0.68,0.79,0.64,0.46,0.65,0.76
etics.csv,0.12,0.48,0.93,0.37,0.44,0.45,0.34,0.41,0.52,0.07,0.41,0.26,0.43,0.51,0.63,0.52
flexpay.csv,0.37,0.49,0.28,0.45,0.37,0.0,0.46,0.98,0.38,0.36,0.33,0.47,0.32,0.5,0.13,0.04
flylegacy.csv,0.4,0.97,0.5,0.6,0.62,0.57,0.24,0.53,0.66,0.3,0.52,0.5,0.44,0.29,0.63,0.55
ftm.csv,0.62,0.56,0.69,0.55,0.62,0.45,0.44,0.53,0.53,0.63,0.47,0.6,0.54,0.52,0.94,0.82
gzigzag.csv,0.4,0.43,0.36,0.38,0.92,0.08,0.12,0.26,0.24,0.64,0.29,0.1,0.44,0.37,0.27,0.17
img-browse-sort.csv,0.56,0.61,0.58,0.62,0.48,0.61,0.16,0.48,0.5,0.57,0.52,1.0,0.62,0.45,0.56,0.65
jcache.csv,0.59,0.64,0.71,0.54,0.61,0.6,0.58,0.55,0.21,0.27,0.61,0.6,0.5,0.7,0.12,1.0
jguard.csv,0.32,0.62,0.55,0.59,0.67,0.58,0.98,0.61,0.69,0.17,0.46,0.71,0.35,0.42,0.44,0.57
ppcboot.csv,0.56,0.46,0.46,0.59,0.61,0.63,0.47,0.61,0.61,0.95,0.76,0.69,0.68,0.62,0.65,0.45
qdvdauthor.csv,0.61,0.34,0.55,0.42,0.37,0.55,0.59,0.39,0.61,0.44,0.52,0.77,1.0,0.46,0.47,0.59
reactos-mirror.csv,0.93,0.67,0.47,0.59,0.66,0.26,0.36,0.62,0.68,0.0,0.42,0.73,0.52,0.5,0.44,0.68
unbvision.csv,0.18,0.54,0.35,0.31,0.51,0.35,0.48,0.55,0.98,0.3,0.37,0.27,0.39,0.59,0.44,0.5
