,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.72,0.72,0.95,0.63,0.68,0.44,0.73,0.73,0.57,0.6,0.01,0.59,0.5,0.84,0.55,0.54
biodwh.csv,0.79,0.81,0.62,0.66,0.77,0.97,0.84,0.75,0.87,0.88,0.89,0.93,0.63,0.08,0.73,0.68
bloodycore.csv,0.94,0.75,0.88,0.06,0.77,0.91,1.0,0.84,0.9,0.83,0.97,0.7,0.9,0.79,0.83,0.97
blue-c.csv,0.56,0.61,0.87,0.62,0.69,0.03,0.73,0.63,0.69,0.53,0.64,0.4,0.57,0.65,0.69,0.34
etics.csv,0.9,0.68,0.08,0.72,0.7,0.61,0.74,0.67,0.65,0.94,0.66,0.84,0.64,0.66,0.56,0.53
flexpay.csv,0.91,0.81,1.07,0.86,0.9,1.04,0.78,0.02,0.94,0.84,1.0,0.85,0.91,0.69,0.97,0.97
flylegacy.csv,0.71,0.05,0.58,0.57,0.53,0.76,0.81,0.61,0.54,0.76,0.72,0.58,0.8,0.79,0.57,0.51
ftm.csv,0.65,0.59,0.57,0.59,0.53,0.61,0.76,0.61,0.57,0.56,0.63,0.68,0.6,0.63,0.07,0.33
gzigzag.csv,0.73,0.74,0.7,0.72,0.1,1.07,0.92,0.8,0.8,0.67,0.78,0.94,0.74,0.74,0.8,1.02
img-browse-sort.csv,0.71,0.52,0.48,0.61,0.63,0.46,0.87,0.66,0.64,0.74,0.66,0.0,0.62,0.67,0.57,0.42
jcache.csv,0.74,0.64,0.59,0.78,0.68,0.5,0.71,0.68,0.96,0.94,0.7,0.68,0.83,0.52,0.91,0.02
jguard.csv,0.91,0.69,0.76,0.74,0.62,0.48,0.03,0.71,0.59,0.97,0.86,0.53,0.92,0.82,0.86,0.51
ppcboot.csv,0.64,0.68,0.85,0.58,0.69,0.51,0.77,0.69,0.64,0.07,0.4,0.55,0.48,0.68,0.57,0.88
qdvdauthor.csv,0.7,0.87,0.63,0.74,0.78,0.51,0.61,0.74,0.51,0.8,0.61,0.47,0.0,0.62,0.64,0.5
reactos-mirror.csv,0.09,0.57,0.85,0.72,0.66,1.02,0.81,0.68,0.5,1.0,0.88,0.46,0.67,0.79,0.86,0.4
unbvision.csv,0.85,0.53,0.96,0.75,0.81,0.94,0.72,0.73,0.03,0.75,0.85,0.83,0.68,0.69,0.86,0.8
