,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.24,0.49,0.63,0.32,0.18,0.38,0.31,0.27,0.24,0.15,0.35,0.34,0.43,0.59,0.62,0.39,0.37,0.35
aztec.csv,0.04,0.31,0.29,0.26,0.2,0.38,0.41,0.07,0.33,0.0,0.33,0.36,0.25,0.39,0.08,0.34,0.16,0.23
bibedt.csv,0.65,0.49,0.42,0.09,0.17,0.29,0.71,0.1,0.18,0.56,0.1,0.09,0.68,0.55,0.37,0.26,0.12,0.1
esmf.csv,0.2,0.68,0.42,0.52,0.92,0.71,0.62,0.93,0.67,0.78,0.47,0.66,0.91,0.1,0.98,0.44,0.77,0.2
irrlicht.csv,0.99,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jstock.csv,0.19,0.53,0.29,0.15,0.27,0.42,0.19,0.41,0.37,0.02,0.22,0.34,0.07,0.51,0.4,0.34,0.23,0.19
kowari.csv,0.43,0.56,0.56,0.62,0.99,0.75,0.61,0.95,0.24,0.8,0.55,0.71,0.93,0.18,1.0,0.21,0.74,0.36
lportal.csv,0.08,0.1,0.02,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.06,0.03,0.0,0.25,0.0,0.19,0.0,0.03
modellus.csv,0.65,0.39,0.51,0.06,0.08,0.12,0.32,0.0,0.21,0.05,0.25,0.2,0.34,0.45,0.07,0.41,0.09,0.28
open-data-kit.csv,0.22,0.88,0.61,0.83,0.72,0.67,0.65,0.61,0.74,0.18,0.76,0.76,0.18,0.96,0.96,0.84,0.44,0.76
pentahoanalysistool.csv,0.65,0.36,0.65,0.53,0.06,0.38,0.47,0.27,0.12,0.85,0.24,0.5,0.41,0.51,0.2,0.61,0.51,0.69
phet.csv,0.65,0.32,0.25,0.89,0.94,0.71,0.21,0.93,0.17,0.84,0.67,0.58,0.86,0.02,0.96,0.01,0.84,0.55
qtractor.csv,0.39,0.42,0.49,0.32,0.45,0.25,0.55,0.15,0.42,0.2,0.59,0.36,0.23,0.55,0.38,0.47,0.23,0.3
roller.csv,0.82,0.76,0.59,0.35,0.69,0.79,0.75,0.83,0.96,0.71,0.73,0.62,0.36,0.25,0.81,0.61,0.53,0.22
sumatrapdf.csv,0.91,0.81,0.79,0.91,0.73,0.58,0.94,0.71,1.0,0.22,0.75,0.5,0.75,1.0,0.6,0.96,0.58,0.81
synergyspace.csv,0.24,0.42,0.47,0.2,0.1,0.29,0.56,0.29,0.27,0.35,0.16,0.2,0.41,0.24,0.12,0.7,0.58,0.32
ultimairis.csv,0.04,0.71,0.97,0.2,0.09,0.42,0.98,0.1,0.74,0.76,0.59,0.72,0.32,0.43,0.22,1.0,0.4,0.49
voms.csv,0.25,0.58,0.37,0.18,0.01,0.21,0.72,0.07,0.82,0.11,0.18,0.12,0.07,0.57,0.04,0.93,0.12,0.21
