,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.48,0.78,0.46,0.44,0.62,0.71,0.72,0.4,0.57,0.39,0.43,0.77,0.64,0.73,0.64,0.73,0.54,0.62
aztec.csv,0.18,0.41,0.17,0.22,0.83,0.82,0.62,0.5,0.71,0.16,0.45,0.72,0.49,0.63,0.28,0.53,0.62,0.12
bibedt.csv,0.7,0.67,0.36,0.11,0.21,0.71,0.8,0.7,0.14,0.68,0.22,0.37,0.79,0.84,0.64,0.64,0.23,0.15
esmf.csv,0.58,0.59,0.55,0.56,0.62,0.96,0.65,1.0,0.86,0.71,0.6,0.43,0.91,0.11,0.94,0.27,0.92,0.23
irrlicht.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.71,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jstock.csv,0.48,0.7,0.16,0.11,0.33,0.64,0.45,0.7,0.71,0.26,0.38,0.7,0.54,0.69,0.53,0.57,0.85,0.27
kowari.csv,0.58,0.22,0.51,0.56,1.0,0.82,0.52,1.0,0.71,0.35,0.5,0.5,0.66,0.27,0.94,0.3,0.85,0.46
lportal.csv,0.15,0.33,0.01,0.0,0.0,0.04,0.12,0.0,0.0,0.13,0.05,0.17,0.0,0.53,0.0,0.73,0.0,0.0
modellus.csv,0.85,0.67,0.28,0.11,0.25,0.54,0.57,0.2,0.57,0.48,0.48,0.77,0.75,0.64,0.3,0.79,0.31,0.38
open-data-kit.csv,0.42,1.0,0.55,0.44,0.83,0.79,0.88,0.9,1.0,0.58,0.85,0.92,0.74,0.96,0.94,0.98,0.92,0.62
pentahoanalysistool.csv,0.42,0.7,0.64,0.56,0.17,0.43,0.42,0.1,0.0,0.84,0.25,0.63,0.45,0.32,0.15,0.71,0.23,0.92
phet.csv,0.33,0.19,0.62,0.78,0.79,0.54,0.15,0.9,0.0,0.32,0.43,0.24,0.53,0.01,0.66,0.0,0.69,0.31
qtractor.csv,0.58,0.63,0.28,0.33,0.96,0.79,0.78,0.5,0.71,0.55,0.69,0.77,0.64,0.81,0.81,0.88,0.46,0.35
roller.csv,0.91,0.81,0.41,0.56,0.88,0.89,0.82,0.9,0.86,0.94,0.81,0.86,0.79,0.72,0.89,0.91,0.85,0.27
sumatrapdf.csv,0.94,0.93,0.8,0.78,0.58,0.93,0.95,0.9,1.0,0.77,0.83,0.86,0.89,1.0,0.79,1.0,0.85,0.81
synergyspace.csv,0.39,0.63,0.41,0.67,0.25,0.39,0.8,0.1,0.43,0.77,0.2,0.5,0.43,0.29,0.13,0.76,0.46,0.81
ultimairis.csv,0.06,0.93,0.96,0.22,0.12,0.64,1.0,0.0,0.86,0.97,0.8,0.92,0.67,0.48,0.64,1.0,0.38,0.73
voms.csv,0.58,0.78,0.2,1.0,0.04,0.39,0.72,0.1,1.0,0.58,0.27,0.36,0.26,0.88,0.19,0.9,0.23,0.31
