,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,salasaga.csv
ikvm.csv,0.39,0.86,0.41,0.27,0.44,0.93
mcmc-jags.csv,0.57,0.68,0.85,0.93,0.83,0.5
olap-navigator.csv,0.85,0.5,0.67,0.6,0.61,0.61
pidgin.csv,0.36,0.55,0.48,0.0,0.73,0.93
salasaga.csv,0.3,0.77,0.48,0.73,0.66,0.79
sepgsql.csv,0.61,0.59,0.85,0.33,0.72,0.57
