,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.53,0.78,0.55,0.58,0.66,0.65,0.74,0.57,0.0,0.73,0.7,0.64,0.96,0.69,0.9,0.53,0.75,0.64,0.76
beast-mcmc.csv,0.03,0.78,0.76,0.76,0.59,0.68,0.67,0.72,0.95,0.82,0.71,0.67,0.68,0.7,0.97,0.44,0.95,0.76,0.76
bigdata.csv,0.62,0.67,0.54,0.92,0.77,0.7,0.69,0.97,1.0,0.69,0.0,0.73,0.93,0.87,0.84,0.85,0.89,0.77,0.66
codesmith.csv,0.65,0.8,0.53,0.51,0.74,0.57,0.75,0.68,0.78,0.78,0.7,0.63,0.78,0.85,0.71,0.55,0.03,0.89,0.53
coot.csv,0.62,0.72,0.62,0.61,0.72,0.79,0.75,0.77,0.82,0.7,0.67,0.66,0.7,0.72,0.05,0.63,0.7,0.78,0.53
cuberok.csv,0.46,0.75,0.64,0.58,0.83,0.65,0.1,0.81,0.72,0.72,0.71,0.83,0.65,0.61,0.94,0.41,0.82,0.62,0.83
icescrum.csv,0.42,0.68,0.62,0.53,0.64,0.59,0.62,0.44,0.78,0.62,0.62,0.6,0.83,0.69,0.67,0.11,0.88,0.68,0.77
jbasic.csv,0.66,0.67,0.71,0.71,0.71,0.65,0.86,0.0,0.8,0.59,0.7,0.65,0.91,0.6,0.93,0.49,0.85,0.7,0.82
jrefactory.csv,0.56,0.02,0.87,0.69,0.9,0.71,0.68,0.84,0.84,0.58,0.64,0.41,0.84,0.58,0.88,0.56,0.74,0.67,0.73
jsecurity.csv,0.76,0.85,0.05,0.79,0.74,0.77,0.8,0.94,0.89,0.85,0.76,0.82,0.97,0.9,0.71,0.82,0.9,0.76,0.78
kolmafia.csv,0.64,0.62,0.6,0.43,0.7,0.6,0.81,0.71,0.62,0.58,0.61,0.03,0.69,0.59,0.6,0.77,0.86,0.75,1.1
libopenmetaverse.csv,0.87,0.74,0.85,0.9,0.06,0.9,0.9,0.98,0.89,0.95,0.69,0.83,0.91,0.81,0.64,0.57,0.64,0.88,0.56
mevenide.csv,0.84,0.84,0.85,0.83,0.73,0.74,0.82,0.82,0.88,0.87,0.81,0.67,0.87,0.1,0.91,0.54,0.63,0.84,0.89
mobicents.csv,0.6,0.72,0.74,0.66,0.63,0.02,0.81,0.69,0.76,0.57,0.67,0.59,0.83,0.52,0.68,0.59,0.75,0.71,0.76
opendvr.csv,0.84,0.96,0.64,0.5,0.8,0.7,0.8,0.55,0.77,0.87,0.79,0.63,0.09,0.75,0.6,0.79,0.69,0.74,0.75
power-architect.csv,0.6,0.43,0.57,0.57,0.96,0.65,0.58,0.61,0.43,0.0,0.65,0.78,0.62,0.7,0.84,0.6,0.72,0.65,0.92
sidekar.csv,0.67,0.84,0.51,0.05,0.72,0.71,0.7,0.78,0.63,0.61,0.8,0.53,0.63,0.68,0.62,0.59,0.89,0.66,0.91
ta3d.csv,0.68,0.61,0.73,0.71,0.68,0.74,0.63,0.56,0.66,0.72,0.79,0.54,0.63,0.69,0.56,0.79,0.62,0.03,0.56
thedata.csv,0.73,0.89,0.9,0.93,0.92,0.77,1.0,0.6,0.74,0.99,0.85,0.87,0.82,0.9,0.65,0.95,0.93,0.81,0.0
