,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.62,0.54,0.34,0.33,0.17,0.21,0.69,0.28,0.21,0.39,0.51,0.59,0.56,0.16
doomlegacy.csv,0.5,0.69,0.59,0.78,0.1,0.47,0.39,0.42,0.32,0.7,0.23,0.0,0.57,0.11
empserver.csv,0.62,0.21,0.6,0.55,0.65,0.54,0.68,0.24,0.56,0.45,0.77,0.68,0.61,0.39
fritzing.csv,0.74,0.75,0.59,0.55,0.44,0.41,0.66,0.33,0.56,0.28,0.61,0.37,0.48,0.56
ifmo-game-1.csv,0.5,0.01,0.09,0.84,0.36,0.0,0.33,0.13,0.14,0.11,0.05,0.0,0.17,0.09
jparsec.csv,0.32,0.13,0.49,0.56,0.5,0.53,0.2,0.68,0.37,0.45,0.48,0.17,0.5,0.36
lmms.csv,0.69,0.44,0.67,0.54,0.56,0.41,0.59,0.61,0.54,0.56,0.62,0.71,0.58,0.63
lufa-lib.csv,0.37,0.65,0.58,0.16,0.17,0.21,0.63,0.33,0.68,0.43,0.54,0.5,0.41,0.37
pgui.csv,0.6,0.13,0.01,0.13,0.63,0.0,0.7,0.32,0.05,0.0,0.52,0.0,0.36,0.0
pi-qmc.csv,0.3,0.13,0.65,0.32,0.55,0.76,0.05,0.4,0.17,0.46,0.59,0.78,0.44,0.0
repositorium.csv,0.12,0.07,0.48,0.52,0.2,0.88,0.0,0.16,0.07,0.41,0.47,0.5,0.29,0.15
superwaba.csv,0.7,0.67,0.4,0.55,0.56,0.65,0.67,0.65,0.26,0.57,0.47,0.5,0.63,0.28
xapian.csv,0.17,0.39,0.55,0.59,0.54,0.52,0.67,0.38,0.56,0.56,0.65,0.37,0.51,0.43
zemljanka.csv,0.47,0.45,0.35,0.67,0.23,0.44,0.45,0.05,0.35,0.49,0.21,0.36,0.42,0.85
