,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.48,0.57,0.73,0.75,0.86,0.83,0.44,0.77,0.83,0.68,0.56,0.49,0.54,0.9
doomlegacy.csv,0.82,0.64,0.66,0.58,0.92,0.7,0.67,0.87,0.77,0.45,0.81,1.0,0.77,0.91
empserver.csv,0.55,0.95,0.73,0.68,0.47,0.81,0.43,0.94,0.56,0.85,0.41,0.54,0.72,0.73
fritzing.csv,0.54,0.4,0.56,0.66,0.72,0.64,0.54,0.91,0.56,0.81,0.49,0.69,0.6,0.74
ifmo-game-1.csv,0.83,0.99,0.93,0.26,0.81,1.0,0.91,0.89,0.9,0.91,0.96,1.0,0.87,0.93
jparsec.csv,0.92,0.9,0.83,0.78,0.83,0.69,0.95,0.45,0.91,0.83,0.67,0.87,0.65,0.91
lmms.csv,0.44,0.64,0.49,0.7,0.64,0.66,0.59,0.53,0.78,0.61,0.46,0.36,0.63,0.63
lufa-lib.csv,0.68,0.53,0.59,1.02,0.87,0.86,0.58,0.92,0.44,0.69,0.75,0.71,0.65,0.91
pgui.csv,0.62,0.97,0.99,0.97,0.56,1.0,0.41,0.92,0.99,1.0,0.62,1.0,0.72,1.0
pi-qmc.csv,0.75,0.89,0.56,0.81,0.79,0.45,0.99,0.68,0.96,0.86,0.64,0.28,0.65,1.0
repositorium.csv,0.93,0.95,0.76,0.75,0.83,0.26,1.0,0.87,0.95,0.79,0.83,0.69,0.8,0.88
superwaba.csv,0.38,0.47,0.69,0.67,0.64,0.7,0.52,0.63,0.79,0.58,0.59,0.55,0.7,0.77
xapian.csv,0.96,0.89,0.79,0.75,0.63,0.74,0.6,0.91,0.76,0.71,0.44,0.96,0.82,0.89
zemljanka.csv,0.84,0.86,0.92,0.66,0.97,0.87,0.86,0.99,0.97,0.83,0.96,0.91,0.88,0.18
