,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.75,0.5,0.55,0.11,0.18,0.28,0.17,0.48,0.36,0.47,0.43,0.18,0.25,0.31,0.12,0.13,0.17,0.13,0.21
delphilhlplib.csv,0.76,0.53,0.87,0.56,0.46,0.39,0.24,0.61,0.66,0.72,0.56,0.62,0.27,0.64,0.63,0.5,0.96,0.41,0.21
exordium.csv,0.71,0.43,0.66,0.48,0.64,0.42,0.19,0.41,0.88,0.49,0.29,0.44,0.22,0.47,0.51,0.48,0.24,0.23,0.29
fltk.csv,0.76,0.38,0.73,0.69,0.55,0.36,0.35,0.56,0.78,0.7,0.65,0.51,0.36,0.69,0.66,0.67,0.95,0.62,0.25
genoviz.csv,0.42,0.12,0.77,0.21,0.35,0.43,0.18,0.17,0.27,0.26,0.21,0.23,0.04,0.24,0.39,0.24,0.75,0.39,0.77
gzigzag.csv,0.78,0.18,0.31,0.33,0.41,0.41,0.02,0.3,0.57,0.33,0.51,0.38,0.12,0.26,0.42,0.25,0.3,0.17,0.23
irrlicht.csv,0.76,0.0,0.85,0.72,0.4,0.38,0.38,0.55,0.92,0.78,0.6,0.52,0.16,0.71,0.81,0.77,0.94,0.74,0.18
kmess.csv,0.29,0.0,0.04,0.71,0.35,0.2,0.05,0.58,0.84,0.57,0.0,0.62,0.12,0.25,0.7,0.73,0.3,0.0,0.08
moast.csv,0.17,0.31,0.38,0.45,0.35,0.36,0.27,0.24,0.92,0.36,0.6,0.23,0.05,0.58,0.2,0.77,0.98,0.71,0.18
mptvseries.csv,0.74,0.43,0.07,0.63,0.39,0.37,0.07,0.68,0.68,0.47,0.62,0.47,0.24,0.41,0.63,0.55,0.06,0.38,0.4
nativeclient.csv,0.42,0.37,0.86,0.58,0.48,0.37,0.26,0.47,0.89,0.63,0.67,0.61,0.23,0.66,0.64,0.67,0.92,0.71,0.21
openfrag.csv,0.8,0.36,0.82,0.71,0.51,0.35,0.33,0.68,0.9,0.75,0.59,0.58,0.16,0.74,0.66,0.63,0.91,0.49,0.17
phet.csv,0.04,0.38,0.38,0.18,0.15,0.29,0.49,0.3,0.27,0.54,0.11,0.4,0.15,0.32,0.45,0.45,0.04,0.5,0.0
qdvdauthor.csv,0.42,0.38,0.4,0.62,0.34,0.36,0.39,0.61,0.7,0.67,0.6,0.45,0.07,0.62,0.81,0.72,0.84,0.71,0.09
qse.csv,0.71,0.18,0.58,0.72,0.5,0.4,0.35,0.59,0.86,0.62,0.77,0.47,0.22,0.49,0.47,0.59,0.95,0.17,0.18
sauerbraten.csv,0.8,0.38,0.54,0.72,0.46,0.41,0.39,0.54,0.92,0.79,0.6,0.52,0.12,0.67,0.82,0.76,0.94,0.73,0.09
toped.csv,0.78,0.32,0.82,0.74,0.44,0.37,0.38,0.63,0.87,0.77,0.6,0.38,0.18,0.68,0.79,0.73,0.95,0.72,0.19
truevision.csv,0.79,0.19,0.78,0.76,0.46,0.37,0.37,0.62,0.84,0.79,0.73,0.66,0.26,0.68,0.64,0.74,0.94,0.51,0.21
zoolib.csv,0.8,0.17,0.72,0.55,0.45,0.35,0.12,0.62,0.71,0.56,0.25,0.52,0.32,0.34,0.49,0.6,0.94,0.13,0.24
