,id,expected,max_bell,avge,median,bellwether,size
55,2,0,1,1.0,0.93,logicmail.csv,1
51,3,3,4,3.4,0.41500000000000004,unbvision.csv,10
50,4,5,2,2.56,0.45499999999999996,mevenide.csv,16
57,5,4,6,3.91,0.71,gabel.csv,11
21,6,5,10,7.71,0.78,triplea.csv,15
17,7,6,7,4.11,0.45999999999999996,matrex.csv,18
27,8,6,10,7.47,0.635,poormans.csv,20
16,9,3,2,1.6,0.5449999999999999,ibatisdb.csv,10
24,10,3,3,1.33,0.45999999999999996,jam-daq.csv,10
56,13,2,0,0.83,0.535,pi-qmc.csv,6
58,14,1,1,0.5,0.475,gpsmid.csv,2
18,16,5,8,4.71,0.68,autowikibrowser.csv,14
23,17,2,1,0.83,0.33,fm-classic.csv,7
14,18,3,2,1.38,0.465,snakeyaml.csv,8
25,19,3,5,3.44,0.67,twostep.csv,9
13,20,3,4,2.75,0.6200000000000001,forester-atv.csv,8
28,21,2,0,0.86,0.44,plee-the-bear.csv,7
59,22,6,2,2.71,0.48,kvs.csv,17
49,23,5,9,4.33,0.72,gzigzag.csv,15
48,24,3,8,4.2,0.8200000000000001,lockss.csv,10
60,25,3,5,4.67,0.77,bnetd.csv,9
26,26,2,3,2.14,0.61,acdk.csv,7
15,27,2,0,0.0,0.39,findbugs.csv,5
22,28,5,7,4.36,0.655,reaper-ecad.csv,14
38,30,2,3,1.5,0.5,aime.csv,6
33,31,3,6,2.67,0.77,foursquared.csv,9
5,32,5,4,4.13,0.53,qpe.csv,15
12,33,4,0,0.58,0.36,htmlunit.csv,13
11,34,1,2,1.5,0.6799999999999999,arcallians.csv,4
6,35,1,2,1.5,0.79,maya-work-in-progress.csv,3
32,36,3,5,3.5,0.77,ftm.csv,8
39,37,2,3,0.86,0.62,metacosm.csv,7
31,38,2,1,0.57,0.46,k3d.csv,7
40,39,1,0,0.67,0.5,archive-crawler.csv,3
53,40,3,3,2.44,0.56,lufa-lib.csv,9
46,41,6,8,6.42,0.6,passwordsafe.csv,19
19,42,1,2,1.75,0.6,img-browse-sort.csv,4
30,43,5,10,7.44,0.7749999999999999,open-ms.csv,16
29,44,6,9,5.0,0.605,pydev.csv,18
20,45,4,5,2.91,0.62,genoviz.csv,11
45,46,3,2,2.6,0.57,phonon-vlc-mplayer.csv,11
54,47,4,3,2.67,0.45,geogebra.csv,12
47,48,5,3,1.14,0.48,gtad.csv,14
52,49,4,5,2.27,0.65,ktc.csv,11
8,51,4,4,3.0,0.42,igarden.csv,11
41,52,5,4,2.29,0.555,wxcode.csv,14
37,53,3,4,2.33,0.64,customsagetv.csv,9
36,54,1,2,1.67,0.69,freewrl.csv,3
42,55,2,3,2.0,0.64,moving-pictures.csv,7
4,57,2,1,1.0,0.44999999999999996,h2database.csv,6
9,58,4,6,3.82,0.69,modellus.csv,11
1,59,1,2,1.0,0.615,columba.csv,4
0,61,6,9,7.35,0.62,rodin-b-sharp.csv,19
35,62,3,3,3.33,0.62,jsr308-langtools.csv,9
43,63,6,6,4.12,0.57,m-a-d-n-e-s-s.csv,17
44,64,6,9,7.94,0.665,mptvseries.csv,18
34,65,4,5,2.69,0.5,gwanted.csv,13
2,66,5,5,4.07,0.62,rockbox.csv,14
10,67,5,5,4.12,0.575,oscarmcmaster.csv,16
3,68,1,2,0.75,0.46,iaml.csv,4
7,69,1,1,0.5,0.375,ambulant.csv,2
