,id,expected,max_bell,avge,median,bellwether,size
55,2,0,1,1.0,0.89,logicmail.csv,1
51,3,3,2,1.4,0.53,unbvision.csv,10
50,4,5,4,1.38,0.45,sevenupdate.csv,16
57,5,4,4,2.18,0.57,sqlpower-library.csv,11
21,6,5,9,5.57,0.75,emono.csv,15
17,7,6,7,3.11,0.555,pokenetonline.csv,18
27,8,6,8,3.26,0.43,fleet-simulator.csv,20
16,9,3,4,1.1,0.51,ngl.csv,10
24,10,3,0,0.67,0.44,anaxagora.csv,10
56,13,2,2,0.83,0.5900000000000001,multitude.csv,6
58,14,1,1,0.5,0.495,gpsmid.csv,2
18,16,5,7,3.29,0.6499999999999999,lphant.csv,14
23,17,2,0,0.33,0.28,jcl.csv,7
14,18,3,1,1.25,0.54,chrysalis.csv,8
25,19,3,5,3.11,0.72,twostep.csv,9
13,20,3,4,2.25,0.6100000000000001,google-collections.csv,8
28,21,2,1,0.57,0.55,kolmafia.csv,7
59,22,6,5,2.0,0.49,sumatrapdf.csv,17
49,23,5,7,3.4,0.65,hydrogen.csv,15
48,24,3,3,2.7,0.62,reactos-mirror.csv,10
60,25,3,6,4.67,0.77,bnetd.csv,9
26,26,2,2,1.14,0.61,clamav.csv,7
15,27,2,0,0.2,0.51,autat.csv,5
22,28,5,2,2.43,0.605,unimrcp.csv,14
38,30,2,2,1.0,0.55,flylinkdc.csv,6
33,31,3,2,1.44,0.56,kdenlive.csv,9
5,32,5,5,2.6,0.54,biopax.csv,15
12,33,4,1,0.92,0.48,jaxen.csv,13
11,34,1,2,1.5,0.6699999999999999,qmmp.csv,4
6,35,1,2,2.0,0.81,maya-work-in-progress.csv,3
32,36,3,2,1.5,0.5900000000000001,xmemcached.csv,8
39,37,2,3,1.14,0.63,mcmc-jags.csv,7
31,38,2,1,0.71,0.37,net-snmp.csv,7
40,39,1,0,0.33,0.5,archive-crawler.csv,3
53,40,3,3,1.78,0.6,sylpheed-claws.csv,9
46,41,6,6,3.84,0.55,auber.csv,19
19,42,1,2,1.25,0.59,xstore.csv,4
30,43,5,8,5.12,0.655,sauerbraten.csv,16
29,44,6,6,2.83,0.565,alpine.csv,18
20,45,4,2,1.73,0.48,virtuoso.csv,11
45,46,3,4,2.3,0.62,olap-navigator.csv,11
54,47,4,2,1.0,0.475,myfaces.csv,12
47,48,5,2,0.93,0.47,micomt.csv,14
52,49,4,2,1.55,0.61,openmalaria.csv,11
8,51,4,2,1.18,0.49,heekscad.csv,11
41,52,5,3,1.5,0.51,gss.csv,14
37,53,3,4,2.33,0.64,xcf.csv,9
36,54,1,3,2.0,0.72,silvertree.csv,3
42,55,2,1,1.14,0.59,bibedt.csv,7
4,57,2,0,0.5,0.395,jaql.csv,6
9,58,4,6,3.27,0.68,gpac.csv,11
1,59,1,2,1.5,0.635,columba.csv,4
0,61,6,10,5.29,0.68,plato.csv,19
35,62,3,4,2.67,0.63,springside.csv,9
43,63,6,3,1.88,0.52,kaffeine.csv,17
44,64,6,9,4.41,0.65,buddata-ebxml-registry.csv,18
34,65,4,2,1.77,0.47,ldview.csv,13
2,66,5,2,2.5,0.59,owfs.csv,14
10,67,5,6,2.81,0.5700000000000001,prelude.csv,16
3,68,1,0,0.5,0.5,mpqc.csv,4
7,69,1,1,0.5,0.39999999999999997,ambulant.csv,2
