,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.39,0.72,0.38,0.56,0.25,0.7,0.87,0.71,0.7
graphmak.csv,0.28,0.64,0.66,0.51,0.24,0.65,0.82,0.0,0.78
guineu.csv,0.49,0.74,0.2,0.44,0.11,0.62,0.69,0.7,0.74
jhotdraw.csv,0.27,0.58,0.36,0.57,0.46,0.54,0.8,0.44,0.69
ofbiz.csv,0.33,0.66,0.42,0.51,0.2,0.68,0.85,0.36,0.82
pdfedit.csv,0.3,0.59,0.31,0.71,0.2,0.59,0.79,0.48,0.67
pokeglobal.csv,0.31,0.79,0.41,0.58,0.2,0.6,0.86,0.5,0.76
red5.csv,0.35,0.6,0.39,0.48,0.18,0.76,0.83,0.72,0.71
twostep.csv,0.32,0.7,0.4,0.54,0.22,0.68,0.87,0.76,0.7
