,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.58,0.48,0.72,0.69,0.56,0.55,0.47,0.62,0.67
graphmak.csv,0.77,0.64,0.32,0.76,0.58,0.77,0.61,1.0,0.66
guineu.csv,0.46,0.68,0.96,0.91,0.87,0.72,0.93,0.73,0.71
jhotdraw.csv,0.78,0.94,0.69,0.69,0.47,0.78,0.72,0.73,0.68
ofbiz.csv,0.68,0.59,0.61,0.75,0.71,0.57,0.54,0.81,0.42
pdfedit.csv,0.77,0.7,0.78,0.39,0.66,0.78,0.76,0.57,0.74
pokeglobal.csv,0.73,0.38,0.61,0.64,0.77,0.84,0.51,0.51,0.61
red5.csv,0.79,0.81,0.75,0.9,0.89,0.47,0.6,0.34,0.68
twostep.csv,0.88,0.52,0.68,0.65,0.66,0.59,0.47,0.22,0.66
