,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.43,0.48,0.48,0.22,0.67,0.7
kmess.csv,0.29,0.54,0.12,0.21,0.08,0.74
minig.csv,0.47,0.54,0.67,0.23,0.12,0.63
ossbuild.csv,0.21,0.66,0.44,0.45,0.34,0.58
rezilla.csv,0.51,0.27,0.26,0.12,0.0,0.71
webdriver.csv,0.22,0.7,0.4,0.06,0.51,0.63
