,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.86,0.65,0.85,0.9,0.71,0.55,0.64,0.88,0.95,0.42,0.64,0.91,0.95,0.89,0.85,0.8,0.93
codepurge.csv,0.55,0.37,0.71,0.74,0.54,0.75,0.86,0.33,0.91,0.52,0.82,0.69,0.83,0.95,0.77,0.58,0.9
fontforge.csv,0.56,0.36,0.62,0.46,0.47,0.5,0.6,0.5,0.49,0.39,0.5,0.51,0.7,0.55,0.44,0.63,0.56
glas.csv,0.56,0.37,0.79,0.67,0.45,0.49,0.7,0.3,0.57,0.39,0.47,0.49,0.61,0.72,0.59,0.6,0.66
gmerlin.csv,0.86,0.71,0.86,0.67,0.97,0.64,0.7,0.41,0.55,0.44,0.54,0.55,0.8,0.94,0.45,0.63,0.71
hatari.csv,0.7,0.74,0.62,0.42,0.64,0.64,0.61,0.8,0.63,0.35,0.59,0.56,0.92,0.97,0.47,0.93,0.94
jcl.csv,0.86,0.8,0.0,0.94,0.75,0.8,0.86,0.75,0.96,0.67,0.83,0.97,0.0,0.94,0.91,0.89,0.9
ltp.csv,0.61,0.48,0.62,0.74,0.45,0.57,0.72,0.52,0.97,0.94,0.91,0.75,0.93,0.7,0.91,0.61,0.9
mia.csv,0.44,0.92,0.95,0.9,0.34,0.94,0.83,0.44,0.79,0.42,0.81,0.94,0.0,0.93,0.5,0.38,0.96
net-snmp.csv,0.57,0.45,0.89,0.5,0.7,0.54,0.5,0.3,0.53,0.59,0.49,0.64,0.75,0.92,0.38,0.5,0.71
opde.csv,0.41,0.4,0.44,0.72,0.37,0.46,0.69,0.3,0.58,0.73,0.51,0.55,0.92,0.73,0.71,0.52,0.69
oppna-program-hsatools.csv,0.38,0.33,0.38,0.44,0.33,0.38,0.38,0.31,0.42,0.36,0.42,0.41,0.61,0.65,0.35,0.38,0.39
powerfolder-.csv,0.8,0.69,0.8,0.8,0.91,0.97,0.75,0.43,0.92,0.65,0.95,0.96,0.67,0.9,0.58,0.9,0.88
qlc.csv,0.0,0.67,0.0,0.75,0.0,0.76,0.0,0.0,0.94,0.91,0.67,0.96,0.79,0.88,0.93,0.0,0.8
quantlib.csv,0.89,0.83,0.88,0.8,0.96,0.52,0.6,0.45,0.71,0.92,0.57,0.79,0.84,0.97,0.43,0.93,0.95
tcl.csv,0.94,0.77,0.9,0.84,0.99,0.96,0.83,0.52,0.96,0.54,0.96,0.98,0.86,0.86,0.82,0.86,0.93
