,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.06,0.46,0.35,0.19,0.34,0.96,0.0,0.2,0.07,0.61,0.4,0.26,0.26,0.28,0.33,0.0,0.15
codepurge.csv,0.48,0.71,0.2,0.36,0.4,0.3,0.97,0.64,0.38,0.42,0.27,0.43,0.13,0.93,0.33,0.42,0.14
fontforge.csv,0.53,0.62,0.52,0.47,0.58,0.51,0.93,1.0,0.66,0.58,0.57,0.25,0.45,0.55,0.62,0.34,0.44
glas.csv,0.44,0.62,0.32,0.36,0.52,0.44,0.96,0.63,0.65,0.56,0.52,0.61,0.96,0.37,0.48,0.36,0.42
gmerlin.csv,0.14,0.43,0.2,0.4,0.07,0.39,0.96,0.57,0.37,0.43,0.39,0.53,0.13,0.1,0.55,0.95,0.1
hatari.csv,0.33,0.56,0.92,0.59,0.53,0.36,0.91,0.33,0.51,0.56,0.54,0.69,0.13,0.33,0.32,0.29,0.1
jcl.csv,0.12,0.44,0.0,0.23,0.0,0.06,0.0,0.05,0.13,0.38,0.07,0.32,0.0,0.1,0.82,0.15,0.15
ltp.csv,0.45,0.49,0.47,0.52,0.98,0.47,0.0,0.49,0.13,0.3,0.35,0.13,0.17,0.46,0.17,0.25,0.33
mia.csv,0.35,0.37,0.27,0.36,0.13,0.17,0.95,0.58,0.51,0.39,0.28,0.91,0.0,0.29,0.56,0.0,0.05
net-snmp.csv,0.98,0.65,0.12,0.39,0.35,0.51,0.91,0.61,0.53,0.4,0.59,0.71,0.46,0.43,0.63,0.6,0.29
opde.csv,0.09,0.63,0.62,0.93,0.24,0.54,0.0,0.6,0.57,0.35,0.54,0.44,0.23,0.41,0.4,0.57,0.33
oppna-program-hsatools.csv,0.68,0.64,0.64,0.55,0.45,0.61,0.24,0.13,0.34,0.0,0.99,0.05,0.28,0.57,0.21,0.58,0.5
powerfolder-.csv,0.09,0.95,0.2,0.05,0.28,0.2,0.99,0.53,0.26,0.24,0.18,0.38,0.04,0.1,0.51,0.15,0.1
qlc.csv,0.0,0.36,0.0,0.19,0.0,0.28,0.0,0.0,1.0,0.16,0.04,0.2,0.25,0.2,0.41,0.0,0.15
quantlib.csv,0.09,0.43,0.25,0.28,0.04,0.53,0.93,0.45,0.48,0.27,0.41,0.64,0.25,0.38,0.58,0.26,0.93
tcl.csv,0.24,0.3,0.12,0.31,0.16,0.18,0.98,0.44,0.0,0.93,0.25,0.32,0.1,0.05,0.4,0.15,0.14
