,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.29,0.42,0.45,0.4,0.64,0.97,0.0,0.5,0.05,0.54,0.95,0.09,0.38,0.1,0.15,0.0,0.21
codepurge.csv,0.55,0.41,0.36,0.42,0.62,0.53,0.14,0.53,0.27,0.6,0.89,0.12,0.67,1.0,0.18,0.36,0.15
fontforge.csv,0.46,0.33,0.47,0.42,0.71,0.38,0.07,1.0,0.22,0.56,0.85,0.04,0.4,0.14,0.14,0.26,0.19
glas.csv,0.5,0.34,0.57,0.38,0.69,0.42,0.1,0.49,0.2,0.52,0.88,0.14,0.97,0.19,0.1,0.23,0.22
gmerlin.csv,0.36,0.43,0.71,0.5,0.48,0.49,0.1,0.59,0.15,0.47,0.92,0.14,0.27,0.12,0.12,1.0,0.07
hatari.csv,0.4,0.59,1.0,0.38,0.78,0.42,0.06,0.47,0.15,0.52,0.92,0.13,0.33,0.22,0.09,0.57,0.11
jcl.csv,0.57,0.6,0.0,0.29,0.0,0.6,0.0,0.25,0.08,0.42,1.0,0.14,0.0,0.11,1.0,0.44,0.3
ltp.csv,0.52,0.3,0.45,0.52,0.99,0.45,0.0,0.41,0.07,0.59,0.91,0.03,0.33,0.23,0.06,0.23,0.24
mia.csv,0.45,0.83,0.35,0.4,0.7,0.5,0.08,0.47,0.15,0.49,0.84,1.0,0.0,0.4,0.12,0.31,0.04
net-snmp.csv,1.0,0.4,0.33,0.32,0.68,0.49,0.06,0.48,0.19,0.52,0.89,0.18,0.62,0.36,0.18,0.45,0.16
opde.csv,0.44,0.34,0.49,0.92,0.68,0.4,0.0,0.48,0.15,0.55,0.83,0.07,0.58,0.14,0.13,0.43,0.18
oppna-program-hsatools.csv,0.52,0.34,0.5,0.35,0.71,0.48,0.02,0.39,0.13,0.47,1.0,0.09,0.39,0.27,0.13,0.34,0.21
powerfolder-.csv,0.6,1.0,1.0,0.2,0.79,0.38,0.25,0.57,0.17,0.4,0.8,0.25,0.33,0.2,0.14,0.4,0.25
qlc.csv,0.0,0.33,0.0,0.25,0.0,0.39,0.0,0.0,1.0,0.45,1.0,0.12,0.29,0.5,0.36,0.0,0.6
quantlib.csv,0.33,0.4,0.75,0.3,0.39,0.39,0.07,0.45,0.26,0.75,0.78,0.26,0.32,0.26,0.13,0.47,1.0
tcl.csv,0.47,0.31,0.3,0.28,0.58,0.43,0.17,0.4,0.0,0.97,0.96,0.09,0.43,0.14,0.15,0.57,0.2
