,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.05,0.42,0.31,0.16,0.3,0.95,0.0,0.17,0.06,0.67,0.35,0.22,0.22,0.25,0.29,0.0,0.12
codepurge.csv,0.44,0.77,0.17,0.32,0.38,0.26,1.0,0.67,0.33,0.38,0.23,0.39,0.11,0.92,0.29,0.38,0.12
fontforge.csv,0.54,0.77,0.52,0.44,0.65,0.64,1.0,1.0,0.67,0.59,0.59,0.22,0.43,0.62,0.71,0.31,0.42
glas.csv,0.41,0.71,0.28,0.32,0.54,0.41,1.0,0.75,0.67,0.59,0.49,0.61,0.95,0.33,0.5,0.34,0.38
gmerlin.csv,0.12,0.39,0.17,0.36,0.06,0.35,1.0,0.54,0.33,0.41,0.34,0.5,0.11,0.08,0.79,0.94,0.08
hatari.csv,0.29,0.52,0.9,0.8,0.5,0.32,1.0,0.29,0.5,0.82,0.5,0.78,0.11,0.29,0.29,0.25,0.08
jcl.csv,0.1,0.39,0.0,0.2,0.0,0.05,0.0,0.04,0.11,0.36,0.06,0.28,0.0,0.08,0.79,0.12,0.12
ltp.csv,0.41,0.48,0.45,0.48,0.98,0.45,0.0,0.5,0.11,0.26,0.3,0.11,0.14,0.42,0.14,0.22,0.29
mia.csv,0.93,0.32,0.24,0.32,0.99,0.14,1.0,0.62,0.5,0.87,0.24,0.89,0.0,0.25,0.71,0.91,0.04
net-snmp.csv,0.98,0.68,0.1,0.36,0.31,0.48,1.0,0.79,0.5,0.36,0.58,0.72,0.41,0.38,0.64,0.59,0.25
opde.csv,0.98,0.74,0.76,0.92,0.9,0.62,0.0,0.88,0.61,0.31,0.58,0.44,0.19,0.38,0.36,0.56,0.29
oppna-program-hsatools.csv,0.88,0.81,0.83,0.68,0.92,0.64,1.0,0.79,0.89,0.92,0.99,0.94,0.24,0.54,1.0,0.66,0.83
powerfolder-.csv,0.07,0.94,0.17,0.04,0.24,0.17,1.0,0.5,0.22,0.21,0.15,0.33,0.03,0.08,0.5,0.12,0.08
qlc.csv,0.0,0.32,0.0,0.16,0.0,0.24,0.0,0.0,1.0,0.13,0.03,0.17,0.22,0.17,0.36,0.0,0.12
quantlib.csv,0.07,0.39,0.21,0.24,0.03,0.67,1.0,0.42,0.44,0.23,0.64,0.61,0.22,0.33,0.86,0.22,0.92
tcl.csv,0.2,0.26,0.1,0.28,0.13,0.15,1.0,0.42,0.0,0.92,0.21,0.28,0.08,0.04,0.36,0.12,0.12
