,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.77,0.77,0.72,0.94,0.81,1.0,0.64,0.6,0.73,0.99,0.56,0.93,1.0,0.58,0.17
atlc.csv,0.52,0.23,0.85,0.89,0.81,0.84,0.61,0.88,0.4,0.75,0.8,0.57,0.95,0.7,0.92
bwapi.csv,0.98,0.9,1.0,1.0,0.97,0.99,1.0,0.81,0.98,0.31,0.89,1.0,1.0,0.83,0.99
cubefs.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.73,0.45,1.0,0.95,0.54,0.89,0.8,0.68,1.0
freewrl.csv,0.82,0.93,0.8,0.69,0.74,0.84,0.72,0.69,0.61,1.0,0.86,0.44,0.8,0.71,0.96
iaml.csv,0.95,0.51,1.0,1.0,0.76,0.74,0.44,0.91,0.8,0.87,0.66,0.67,0.71,0.78,0.95
jrdf.csv,0.77,1.02,1.01,0.84,0.61,0.79,0.77,0.67,0.71,0.98,0.95,0.96,0.32,0.77,0.99
kwave.csv,0.54,1.0,0.78,1.0,0.81,1.0,0.7,0.91,1.02,0.81,0.68,0.93,0.7,0.87,1.0
oscarmcmaster.csv,0.72,0.84,0.63,0.83,0.84,0.58,0.71,0.83,0.8,0.68,0.73,1.0,0.58,0.55,0.99
rtrt-on-gpu.csv,0.9,0.92,0.75,0.7,0.6,0.83,0.65,0.95,0.35,0.55,0.82,0.73,0.56,0.78,0.9
theresa.csv,0.72,0.74,0.24,1.0,0.6,0.7,0.83,0.74,0.54,0.92,0.58,0.73,0.56,0.67,0.55
thrust.csv,0.83,0.75,1.0,0.48,0.8,0.71,0.59,0.74,0.8,0.46,0.78,0.76,0.86,0.72,0.92
tktoolkit.csv,0.64,0.59,0.72,0.64,0.74,0.5,0.8,0.84,0.9,0.85,0.69,1.0,0.63,0.76,0.96
xstore.csv,0.71,1.0,0.36,1.0,0.82,0.94,0.82,0.74,0.88,0.98,0.39,1.0,0.84,0.6,0.71
yaprm.csv,0.71,1.0,0.4,0.78,0.47,0.65,0.58,0.9,0.83,0.93,0.78,1.0,0.91,0.77,1.01
