,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.31,0.54,0.07,0.5,0.42,0.0,0.71,0.75,0.23,0.75,0.63,0.5,0.0,0.29,0.68
atlc.csv,0.33,0.88,0.05,0.29,0.42,0.1,0.66,0.56,0.35,0.81,0.49,0.63,0.2,0.22,0.2
bwapi.csv,0.23,0.61,0.06,0.27,0.5,0.13,0.57,0.7,0.18,0.92,0.49,0.53,0.2,0.21,0.19
cubefs.csv,0.22,0.59,0.06,0.27,0.49,0.13,0.58,0.82,0.17,0.53,0.68,0.6,0.6,0.23,0.27
freewrl.csv,0.2,0.6,0.07,0.35,0.52,0.12,0.61,0.7,0.24,0.77,0.55,0.7,0.18,0.24,0.27
iaml.csv,0.1,0.79,0.0,0.0,0.56,0.12,0.76,0.7,0.33,1.0,0.68,0.57,0.21,0.18,0.22
jrdf.csv,0.29,0.5,0.0,0.2,0.57,0.15,0.54,0.87,0.18,1.0,0.3,0.5,0.52,0.18,0.05
kwave.csv,0.42,0.59,0.07,0.0,0.47,0.13,0.6,0.88,0.13,0.71,0.58,1.0,0.22,0.22,0.27
oscarmcmaster.csv,0.29,0.59,0.07,0.5,0.46,0.18,0.61,1.0,0.33,0.79,0.53,0.0,0.26,0.31,0.27
rtrt-on-gpu.csv,0.12,0.53,0.06,0.29,0.57,0.12,0.61,0.57,0.44,0.84,0.44,0.56,0.39,0.18,0.16
theresa.csv,0.29,0.73,0.2,0.0,0.57,0.14,0.5,0.81,0.33,0.65,0.8,0.56,0.39,0.25,0.59
thrust.csv,0.16,0.56,0.0,0.42,0.45,0.15,0.67,0.69,0.33,0.89,0.48,0.5,0.14,0.23,0.15
tktoolkit.csv,0.27,0.73,0.06,0.3,0.48,0.33,0.52,0.7,0.17,0.76,0.57,0.0,0.26,0.23,0.27
xstore.csv,0.36,0.59,0.14,0.0,0.47,0.12,0.49,0.79,0.1,0.51,0.78,0.0,0.16,0.26,0.34
yaprm.csv,0.24,0.0,0.15,0.24,0.66,0.21,0.67,0.62,0.17,0.75,0.83,0.53,0.17,0.18,0.0
