,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.28,0.5,0.12,0.11,0.43,0.0,0.51,0.68,0.26,0.79,0.7,0.13,0.0,0.37,0.8
atlc.csv,0.43,0.86,0.09,0.45,0.44,0.18,0.76,0.39,0.47,0.42,0.53,0.71,0.33,0.34,0.3
bwapi.csv,0.37,0.75,0.11,0.42,0.67,0.23,0.72,0.76,0.3,0.85,0.59,0.69,0.34,0.34,0.28
cubefs.csv,0.36,0.74,0.11,0.42,0.66,0.23,0.63,0.77,0.29,0.14,0.6,0.19,0.3,0.35,0.42
freewrl.csv,0.3,0.74,0.13,0.35,0.62,0.2,0.7,0.58,0.38,0.87,0.68,0.74,0.28,0.37,0.43
iaml.csv,0.08,0.64,0.0,0.0,0.36,0.19,0.7,0.16,0.25,0.23,0.48,0.5,0.28,0.27,0.09
jrdf.csv,0.27,0.58,0.0,0.22,0.56,0.26,0.55,0.49,0.27,0.03,0.11,0.07,0.61,0.24,0.04
kwave.csv,0.46,0.74,0.13,0.0,0.56,0.23,0.67,0.16,0.22,0.44,0.68,0.14,0.33,0.36,0.42
oscarmcmaster.csv,0.3,0.7,0.12,0.26,0.56,0.27,0.45,0.29,0.25,0.63,0.6,0.0,0.38,0.4,0.42
rtrt-on-gpu.csv,0.17,0.6,0.1,0.41,0.65,0.21,0.6,0.1,0.54,0.81,0.33,0.42,0.42,0.25,0.21
theresa.csv,0.3,0.39,0.33,0.0,0.57,0.21,0.31,0.41,0.4,0.18,0.56,0.42,0.42,0.31,0.52
thrust.csv,0.21,0.51,0.0,0.51,0.34,0.21,0.58,0.67,0.25,0.73,0.45,0.43,0.21,0.28,0.21
tktoolkit.csv,0.39,0.57,0.11,0.4,0.52,0.41,0.36,0.76,0.29,0.75,0.64,0.0,0.33,0.36,0.43
xstore.csv,0.33,0.74,0.25,0.0,0.3,0.21,0.36,0.42,0.13,0.23,0.72,0.0,0.18,0.37,0.5
yaprm.csv,0.29,0.0,0.25,0.26,0.67,0.27,0.61,0.59,0.18,0.13,0.34,0.69,0.27,0.26,0.0
