,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.2,0.91,0.5,0.57,0.8,0.32,0.33,0.89,0.91,0.73,0.44,0.73,0.78,0.77,0.89,0.56,0.71,0.71
arm-webradio.csv,0.37,0.91,0.25,0.5,0.89,0.48,0.05,0.67,0.96,0.8,0.0,0.39,0.35,0.81,0.86,0.86,0.29,0.94
bwapi.csv,0.91,0.36,1.0,0.74,0.43,0.87,1.0,0.33,0.19,0.6,1.0,0.78,0.74,0.92,0.22,0.73,1.0,0.37
co-ode-owl-plugins.csv,0.49,0.73,0.58,0.93,0.84,0.63,0.19,0.72,0.94,0.93,0.06,0.27,0.24,0.88,0.89,0.81,0.57,0.94
firebreath.csv,0.63,0.73,0.83,0.76,0.77,0.75,0.24,0.56,0.96,0.8,0.25,0.64,0.52,0.96,0.44,0.4,0.43,0.6
frogatto.csv,0.69,0.64,0.92,0.8,0.64,0.73,0.9,0.44,0.46,0.67,1.0,0.74,0.74,1.0,0.72,0.26,1.0,0.54
gretl.csv,0.74,0.82,0.75,0.65,0.98,0.63,0.33,0.83,0.78,1.0,0.25,0.73,0.62,1.0,0.97,0.98,0.57,0.69
jasperreports.csv,0.4,0.36,1.0,0.65,0.36,0.83,0.95,0.33,0.17,0.2,1.0,0.69,0.78,1.0,0.19,0.12,0.43,0.0
konversation.csv,0.34,0.36,0.83,0.41,0.3,0.65,0.29,0.22,0.09,0.6,0.38,0.44,0.36,0.69,0.25,0.13,0.43,0.09
linuxsh.csv,0.4,0.73,0.0,0.11,0.68,0.17,0.0,0.61,0.78,0.6,0.0,0.12,0.17,0.0,0.44,0.63,0.0,0.4
moviesandbox.csv,0.71,0.27,0.83,0.43,0.7,0.42,0.1,0.56,0.63,0.87,0.06,0.15,0.06,0.38,0.36,0.63,0.57,0.23
ontomorphtab.csv,0.63,1.0,0.92,0.87,0.95,0.85,0.67,0.28,0.89,0.73,0.38,0.77,0.9,0.96,0.75,0.31,0.57,0.86
opengs.csv,0.4,0.45,0.58,0.63,0.73,0.58,0.1,0.56,0.8,0.93,0.0,0.19,0.17,0.73,0.44,0.34,0.86,0.03
scite-ru.csv,0.91,1.0,0.75,0.87,0.91,0.8,0.38,0.89,0.98,1.0,0.81,0.64,0.51,1.0,0.94,1.0,1.0,1.0
tokratan.csv,0.43,0.64,0.58,0.61,0.64,0.42,0.1,0.11,0.48,0.73,0.19,0.65,0.56,0.92,0.19,0.14,1.0,0.43
vrjuggler.csv,0.54,0.18,0.58,0.11,0.34,0.07,0.43,0.28,0.06,0.2,0.62,0.43,0.56,0.42,0.61,0.09,0.29,0.54
wxcode.csv,0.29,0.09,0.58,0.41,0.3,0.32,0.38,0.06,0.04,0.4,0.19,0.39,0.31,0.96,0.11,0.1,1.0,0.09
xuggle.csv,0.43,0.73,0.58,0.76,0.84,0.53,0.62,0.22,0.85,0.8,0.19,0.57,0.7,0.92,0.75,0.86,1.0,0.74
