,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.16,0.34,0.5,0.38,0.08,0.32,0.12,0.5,1.0,0.21,0.15,0.41,0.09,0.32,0.51,0.12,0.0,0.0,0.55,0.42
clamav.csv,0.45,0.54,0.31,0.22,0.26,0.2,0.74,0.49,0.34,0.46,0.35,0.6,0.52,0.42,0.35,0.31,1.0,0.16,0.61,0.57
customsagetv.csv,0.17,0.08,0.35,0.25,0.13,0.0,0.27,0.0,0.38,0.17,0.0,0.1,0.0,0.14,0.47,0.99,0.0,0.2,0.37,0.21
gss.csv,0.47,0.55,0.88,0.31,0.38,0.21,0.69,0.57,0.38,0.42,0.61,0.79,0.5,0.44,0.73,0.2,0.53,0.14,1.0,0.46
guineu.csv,0.94,0.36,0.05,0.35,0.08,0.0,0.2,0.42,0.37,0.06,0.09,0.05,0.09,0.19,0.2,0.04,0.18,0.0,0.32,0.53
inkscape.csv,0.22,0.4,0.31,0.18,0.18,0.16,0.98,0.14,0.27,0.36,0.35,0.17,0.23,0.19,0.12,0.03,0.2,0.25,0.16,0.08
mpqc.csv,0.25,0.28,0.53,0.13,0.09,0.97,0.3,0.49,0.19,0.26,0.34,0.14,0.43,0.23,0.32,0.75,0.52,0.05,0.59,0.48
nsis.csv,0.38,0.56,0.85,0.25,0.29,0.24,0.67,0.5,0.23,0.4,0.99,0.84,0.5,0.42,0.71,0.68,0.51,0.14,0.74,0.29
octave.csv,0.42,0.51,0.69,0.38,0.95,0.1,0.51,0.57,0.35,0.33,0.29,0.33,0.56,0.43,0.67,0.75,0.36,0.08,0.6,0.56
owfs.csv,0.47,0.29,0.42,0.95,0.29,0.06,0.12,0.48,0.43,0.27,0.29,0.26,0.4,0.29,0.35,0.22,0.08,0.0,0.24,0.48
owlib.csv,0.55,0.99,0.88,0.32,0.32,0.22,0.52,0.44,0.22,0.34,0.77,0.58,0.54,0.25,0.57,0.49,0.42,0.0,0.6,0.49
pamguard.csv,0.42,0.46,0.88,0.25,0.2,0.2,0.37,0.4,0.38,0.36,0.5,0.53,0.3,0.39,0.98,0.61,0.42,0.05,0.69,0.56
papertoolkit.csv,0.0,0.12,0.0,0.0,0.07,0.0,0.19,0.0,0.0,0.06,0.07,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prelude.csv,0.47,0.54,0.98,0.28,0.29,0.29,0.75,0.59,0.3,0.34,0.83,0.85,0.46,0.41,0.78,0.68,0.5,0.1,0.68,0.48
pustefix.csv,0.34,0.22,0.32,0.17,0.07,0.06,0.08,0.42,0.21,0.07,0.15,0.34,0.27,1.0,0.41,0.77,0.32,0.0,0.27,0.55
robocode.csv,0.44,0.3,0.09,0.38,0.15,0.07,0.23,1.0,0.45,0.33,0.13,0.19,0.39,0.37,0.49,0.19,0.07,0.07,0.31,0.36
scenemonitor.csv,0.47,0.42,0.46,0.2,0.29,0.14,0.59,0.41,0.22,0.38,0.6,0.42,0.97,0.34,0.57,0.68,0.38,0.19,0.57,0.4
tango-cs.csv,0.22,0.34,0.31,0.42,0.05,0.48,0.15,0.5,0.34,0.29,0.48,0.43,0.46,0.44,0.41,0.22,0.31,0.0,0.47,0.99
uwom-server.csv,0.4,0.14,0.25,0.21,0.11,0.18,0.29,0.44,0.21,0.98,0.13,0.35,0.49,0.37,0.42,0.64,0.37,0.05,0.56,0.52
zengine.csv,0.47,0.54,0.87,0.28,0.3,0.27,0.72,0.58,0.48,0.42,0.72,1.0,0.59,0.43,0.75,0.68,0.57,0.13,0.72,0.58
