,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.55,0.71,0.68,0.59,0.37,0.7,0.12,0.12,0.0,0.18,0.17,0.78
emulemorph.csv,0.09,0.02,0.0,0.68,0.0,0.05,0.04,0.15,0.09,0.11,0.0,0.13
fulguro.csv,0.36,0.17,0.52,0.0,0.48,0.37,0.6,0.0,0.24,0.41,0.48,0.69
fw4spl.csv,0.3,0.46,0.55,0.0,0.58,0.27,0.38,0.05,0.57,0.13,0.53,0.52
gnome-jabber.csv,0.53,0.66,0.65,0.77,0.5,0.36,0.65,0.61,0.49,0.47,0.38,0.65
ipfilter.csv,0.6,0.39,0.47,0.27,0.59,0.49,0.63,0.0,0.97,0.49,0.6,0.48
ipfire-wall.csv,0.4,0.29,0.33,0.2,0.69,0.26,0.17,0.16,0.56,0.49,0.4,0.6
libmesh.csv,0.25,0.06,0.49,0.2,0.36,0.52,0.48,0.0,0.0,0.23,0.38,0.33
rockbox.csv,0.14,0.3,0.69,0.0,0.46,0.14,0.36,0.27,0.0,0.02,0.59,0.76
soar.csv,0.34,0.0,0.21,0.0,0.0,0.0,0.66,0.0,0.21,0.37,0.0,0.0
tencompetence.csv,0.44,0.06,0.12,0.5,0.49,0.59,0.59,0.4,0.13,0.8,0.49,0.0
xbrlapi.csv,0.68,0.11,0.44,0.76,0.48,0.3,0.39,0.0,0.31,0.31,0.64,0.47
