,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.27,0.56,0.0,0.17,0.39,0.93
lazarus-ccr.csv,0.8,0.56,0.67,0.57,0.33,0.32
lcfizvtop.csv,0.46,0.65,0.46,0.6,0.82,0.55
migen.csv,0.41,0.72,0.07,0.34,0.21,0.4
mvnforum.csv,0.0,0.36,0.67,0.47,0.11,0.36
plplot.csv,0.46,0.48,0.26,0.56,0.11,0.28
