,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.78,0.62,1.0,0.09,0.93,0.72,0.79,0.89,0.62,0.93,0.69,0.85,0.56,0.83,0.66,0.68,0.97,0.77
betoffice.csv,0.9,0.65,0.75,0.9,0.57,0.93,0.89,0.07,0.91,0.64,0.79,0.94,0.59,0.83,0.78,0.49,0.79,0.84
bionote.csv,0.8,1.0,0.76,1.0,0.89,0.96,1.0,0.98,0.6,0.99,1.0,0.95,0.02,0.92,0.9,0.87,0.9,1.0
bnetd.csv,0.78,1.0,0.52,0.54,0.32,0.82,0.84,0.96,0.58,0.68,0.08,0.88,0.67,0.62,0.92,0.69,0.53,0.68
elvishrayrenderer.csv,0.65,0.56,0.68,0.62,0.47,0.65,0.6,0.75,0.67,0.68,0.65,0.78,0.65,0.78,0.74,0.75,0.52,0.03
emisview.csv,0.6,0.73,0.79,0.7,0.74,0.04,0.72,0.57,0.85,1.0,1.0,0.77,0.47,0.66,0.82,0.66,0.68,0.75
findbugs.csv,0.89,0.56,0.94,0.79,0.87,0.68,0.83,0.79,0.65,0.8,0.72,0.83,0.46,0.83,0.04,0.96,0.85,0.61
hazelcast.csv,0.84,0.55,0.48,0.68,0.0,0.89,0.81,0.77,0.9,0.55,0.59,1.0,0.86,0.72,0.89,0.68,0.74,0.67
jitterbit.csv,0.91,0.4,0.88,0.62,0.58,0.53,0.91,0.82,0.08,0.89,0.66,0.85,0.52,0.55,0.5,1.05,0.51,0.65
jppf-project.csv,0.85,1.0,0.68,0.98,0.55,0.94,0.81,0.98,1.0,1.0,1.0,0.12,0.86,0.65,0.85,0.48,0.62,1.0
kolmafia.csv,0.41,0.95,0.7,0.7,0.25,0.59,0.79,0.83,0.6,0.87,0.54,0.42,0.62,0.04,0.78,0.65,0.59,0.6
megasquirtavr.csv,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qedo.csv,0.93,1.16,0.8,0.84,0.93,0.92,0.96,0.94,0.98,0.78,0.84,0.92,1.01,0.97,0.91,0.09,0.98,0.9
stajistics.csv,0.48,0.54,0.78,0.75,0.55,0.73,0.9,0.9,0.58,0.78,0.67,0.99,0.72,0.74,0.78,0.67,0.03,0.55
trackit.csv,0.77,0.86,0.9,0.68,0.59,0.73,0.1,0.86,0.89,0.5,1.0,0.74,0.95,0.65,0.5,1.05,0.82,0.65
wxlua.csv,0.98,0.9,0.92,0.93,1.01,0.86,0.84,0.77,0.73,0.25,0.96,0.67,0.87,0.88,0.83,0.91,0.89,0.8
x4x.csv,0.0,0.86,0.78,0.8,1.03,1.07,0.75,0.73,0.86,0.95,0.67,0.9,0.83,0.72,0.78,0.99,0.75,0.75
xharbour.csv,1.01,0.05,0.75,0.89,1.0,0.87,0.92,0.85,0.94,1.04,1.0,0.78,0.93,0.85,0.87,0.98,0.93,0.9
