,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.79,0.5,0.53,0.6,0.49,0.81,0.46,0.49,0.8,0.83,0.61,0.72,0.65,0.94,0.54,0.67,0.48,0.7
betoffice.csv,0.86,0.49,0.89,0.7,0.56,0.9,0.92,0.62,0.92,0.74,0.88,0.78,0.65,0.88,0.53,0.99,0.62,0.7
bionote.csv,0.85,0.0,0.69,0.0,0.87,0.75,0.5,0.0,0.99,0.0,0.0,0.8,0.89,0.83,0.83,0.95,0.89,0.0
bnetd.csv,0.33,0.38,0.48,0.35,0.35,0.32,0.62,0.4,0.42,0.39,0.5,0.32,0.35,0.32,0.31,0.43,0.47,0.32
elvishrayrenderer.csv,0.38,0.37,0.66,0.41,0.42,0.4,0.62,0.49,0.5,0.46,0.62,0.36,0.46,0.38,0.4,0.41,0.47,0.42
emisview.csv,0.64,0.57,0.96,0.57,0.64,0.64,0.8,0.74,0.99,0.8,0.0,0.74,0.56,0.4,0.58,0.98,0.69,0.83
findbugs.csv,0.57,0.38,0.8,0.85,0.58,0.84,0.88,0.64,0.86,0.65,0.55,0.94,0.58,0.94,0.68,0.6,0.89,0.45
hazelcast.csv,0.31,0.32,0.42,0.33,0.35,0.28,0.38,0.35,0.35,0.38,0.37,0.31,0.37,0.31,0.29,0.32,0.4,0.31
jitterbit.csv,0.38,0.45,0.64,0.78,0.48,0.45,0.86,0.78,0.74,0.89,0.5,0.93,0.5,0.5,0.65,0.65,0.5,0.54
jppf-project.csv,0.36,0.39,0.95,0.4,0.38,0.32,0.44,0.4,0.44,0.5,0.42,0.34,0.41,0.46,0.34,0.45,0.45,0.37
kolmafia.csv,0.39,0.42,0.88,0.33,0.37,0.36,0.41,0.46,0.64,0.43,0.36,0.4,0.45,0.42,0.35,0.34,0.5,0.36
megasquirtavr.csv,0.33,0.39,0.8,0.4,0.4,0.3,0.39,0.39,0.37,0.5,0.42,0.33,0.37,0.35,0.32,0.46,0.44,0.37
qedo.csv,0.75,0.94,0.75,0.92,0.75,0.86,0.8,0.83,0.98,0.95,0.83,0.89,0.86,0.94,0.9,0.95,0.92,0.9
stajistics.csv,0.48,0.38,0.72,0.48,0.5,0.38,0.9,0.9,0.68,0.95,0.74,0.38,0.55,0.62,0.46,0.42,0.62,0.46
trackit.csv,0.44,0.74,0.83,0.51,0.63,0.53,0.57,0.77,0.57,0.6,0.59,0.44,0.8,0.48,0.68,0.68,0.65,0.68
wxlua.csv,0.46,0.4,0.57,0.47,0.45,0.94,0.47,0.46,0.64,0.52,0.45,0.68,0.54,0.61,0.48,0.6,0.52,0.34
x4x.csv,0.4,0.41,0.94,0.93,0.45,0.75,0.59,0.68,0.53,0.89,0.51,0.37,0.43,0.63,0.58,0.69,0.53,0.83
xharbour.csv,0.37,0.39,0.54,0.47,0.43,0.34,0.42,0.43,0.38,0.5,0.43,0.39,0.4,0.39,0.35,0.49,0.48,0.4
