,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.26,0.39,1.0,0.91,0.76,0.3,0.88,0.73,0.44,0.07,0.36,0.24,0.5,0.19,0.61,0.41,0.87,0.24
betoffice.csv,0.12,0.55,0.25,0.27,0.44,0.09,0.15,0.93,0.15,0.6,0.23,0.29,0.5,0.26,0.43,0.59,0.3,0.32
bionote.csv,0.24,0.0,0.25,0.0,0.2,0.04,0.0,0.02,0.41,0.01,0.0,0.05,1.0,0.09,0.11,0.14,0.1,0.0
bnetd.csv,0.79,0.99,0.75,0.86,0.75,0.87,0.22,0.96,0.74,0.43,0.92,0.96,1.0,0.94,0.75,0.91,0.7,0.85
elvishrayrenderer.csv,0.71,0.7,0.4,0.64,0.75,0.83,0.59,0.71,0.67,0.73,0.69,0.77,0.75,0.89,0.64,0.64,0.8,0.97
emisview.csv,0.45,0.3,0.25,0.36,0.38,0.96,0.39,0.53,0.15,0.03,0.0,0.24,0.75,0.66,0.29,0.36,0.43,0.26
findbugs.csv,0.33,0.82,0.4,0.27,0.36,0.35,0.17,0.38,0.37,0.24,0.64,0.17,0.75,0.19,0.96,0.18,0.27,0.65
hazelcast.csv,0.93,0.71,0.6,0.91,1.0,0.96,0.78,0.78,0.88,0.59,0.77,0.93,0.88,0.94,0.71,0.95,0.97,0.74
jitterbit.csv,0.48,0.7,0.6,0.41,0.45,0.61,0.1,0.2,0.92,0.36,0.41,0.15,0.62,0.53,0.54,0.05,0.6,0.53
jppf-project.csv,0.81,1.0,0.35,0.91,0.76,0.83,0.78,0.98,0.51,1.0,1.0,1.0,0.75,0.72,0.79,0.82,0.67,1.0
kolmafia.csv,0.76,0.9,0.3,0.91,0.75,0.78,0.32,0.78,0.43,0.57,0.72,0.58,0.62,0.96,0.68,0.68,0.6,0.76
megasquirtavr.csv,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
qedo.csv,0.07,0.06,0.2,0.18,0.07,0.09,0.05,0.07,0.02,0.23,0.26,0.09,0.0,0.09,0.11,0.91,0.03,0.15
stajistics.csv,0.55,0.51,0.35,0.64,0.45,0.74,0.12,0.11,0.51,0.23,0.41,0.53,0.38,0.34,0.5,0.45,0.97,0.62
trackit.csv,0.62,0.37,0.1,0.55,0.49,0.39,0.9,0.22,0.36,0.57,0.44,0.61,0.12,0.57,0.61,0.14,0.43,0.41
wxlua.csv,0.67,0.95,0.85,0.73,0.87,0.17,0.83,0.84,0.54,1.0,0.85,0.45,0.5,0.43,0.5,0.36,0.8,0.65
x4x.csv,1.0,0.83,0.45,0.23,0.75,0.0,0.63,0.44,0.51,0.08,0.64,0.8,0.75,0.36,0.32,0.18,0.8,0.26
xharbour.csv,0.88,1.0,0.9,0.73,0.93,0.91,0.93,0.87,0.95,0.73,0.95,0.79,0.88,0.94,0.96,0.73,0.93,0.85
