,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.69,0.67,0.38,0.17,0.0,0.0,0.71,0.27,0.05,0.17,0.43,0.0,0.46,0.52,0.21,0.48,0.39,0.0,0.53,0.57
extprosys.csv,0.71,0.0,0.58,0.13,0.42,0.34,0.6,0.0,0.72,0.0,0.7,0.0,0.0,0.43,0.49,0.63,0.0,0.36,0.53,0.4
freewrl.csv,0.49,0.48,0.66,0.42,0.51,0.53,0.56,0.59,0.71,0.76,0.63,0.51,0.64,0.87,0.62,0.78,0.36,0.26,0.67,0.41
glas.csv,0.84,0.38,0.34,0.63,0.52,0.41,0.29,0.77,0.44,0.34,0.53,0.66,0.66,0.0,0.61,0.75,0.48,0.37,0.52,0.59
ibatisdb.csv,0.0,0.35,0.34,0.49,0.22,0.29,0.45,0.48,0.54,0.09,0.06,0.23,0.41,0.37,0.43,0.83,0.0,0.22,0.33,0.37
japano.csv,0.0,0.0,0.59,0.54,0.0,0.78,0.13,0.43,0.23,0.0,0.45,0.7,0.52,0.21,0.42,0.39,0.44,0.17,0.33,0.63
lockss.csv,0.9,0.4,0.35,0.36,0.42,0.42,0.31,0.65,0.65,0.0,0.53,0.16,0.64,0.37,0.06,0.35,0.04,0.15,0.49,0.19
officefloor.csv,0.78,0.26,0.3,0.21,0.04,0.44,0.51,0.27,0.65,0.0,0.61,0.0,0.59,0.0,0.22,0.79,0.46,0.18,0.39,0.54
opennms.csv,0.84,0.0,0.11,0.69,0.57,0.13,0.39,0.57,0.33,0.3,0.18,0.16,0.61,0.36,0.1,0.2,0.0,0.15,0.25,0.0
papertoolkit.csv,0.0,0.28,0.23,0.29,0.21,0.21,0.33,0.27,0.45,0.3,0.36,0.22,0.05,0.95,0.17,0.13,0.38,0.21,0.46,0.06
primefaces.csv,0.72,0.49,0.0,0.49,0.56,0.49,0.05,0.13,0.05,0.0,0.59,0.0,0.0,0.21,0.0,0.67,0.19,0.76,0.59,0.58
rohxel.csv,0.72,0.6,0.61,0.45,0.72,0.59,0.4,0.61,0.72,0.52,0.61,0.64,0.53,0.36,0.4,0.65,0.34,0.53,0.29,0.06
roller.csv,0.47,0.0,0.0,0.46,0.64,0.47,0.13,0.0,0.64,0.67,0.77,0.0,0.05,0.56,0.63,0.68,0.28,0.56,0.52,0.19
sevenupdate.csv,0.17,0.77,0.0,0.3,0.0,0.0,0.27,0.5,0.05,0.0,0.0,0.0,0.61,0.51,0.0,0.0,0.0,0.0,0.35,0.0
soar.csv,0.75,0.39,0.13,0.46,0.61,0.36,0.49,0.66,0.39,0.35,0.54,0.0,0.0,0.47,0.0,0.52,0.64,0.26,0.48,0.0
web-cat.csv,0.0,0.52,0.44,0.33,0.31,0.32,0.2,0.52,0.49,0.0,0.45,0.0,0.28,0.66,0.6,0.65,0.0,0.46,0.42,0.81
xcf.csv,0.0,0.44,0.55,0.56,0.6,0.49,0.64,0.47,0.64,0.65,0.68,0.67,0.53,0.38,0.74,0.72,0.29,0.18,0.78,0.6
xfce.csv,0.0,0.45,0.71,0.67,0.52,0.56,0.59,0.54,0.09,0.57,0.64,0.69,0.63,0.65,0.5,0.37,0.29,0.51,0.64,0.23
