,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.87,0.7,0.59,0.54,0.43,0.96
encog-java.csv,0.38,0.94,1.0,0.78,0.78,0.99
h2database.csv,0.46,0.4,0.89,0.43,0.79,0.9
jaql.csv,0.54,0.47,0.67,0.45,0.64,0.81
raven-monitoring.csv,0.7,0.78,0.45,0.66,0.96,0.67
v8.csv,0.97,0.61,0.84,0.9,0.96,0.18
