,opentibia.csv,retromenu.csv,inkscape.csv,uwom-server.csv,projectts.csv,jhotdraw.csv,encog-cs.csv,jam-daq.csv,cubefs.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,ninject.csv,trinitycore.csv,tango-cs.csv,oorexx.csv,geochat.csv,uface.csv
cubefs.csv,0.43,0.09,0.19,0.47,0.17,0.46,0.54,0.35,0.7,0.42,0.51,0.58,0.77,0.48,0.26,0.07,0.37,0.72
encog-cs.csv,0.53,0.47,0.58,0.7,0.51,0.3,0.68,0.46,0.5,0.19,0.68,0.67,0.56,0.71,0.27,0.57,0.57,0.33
geochat.csv,0.15,0.39,0.14,0.33,0.51,0.58,0.18,0.21,0.3,0.18,0.18,0.4,0.44,0.4,0.16,0.17,0.54,0.24
ibatisdb.csv,0.05,0.06,0.17,0.33,0.22,0.65,0.47,0.05,0.25,0.18,0.1,0.81,0.45,0.35,0.5,0.37,0.5,0.07
inkscape.csv,0.52,0.0,0.67,0.61,0.37,0.09,0.0,0.49,0.4,0.49,0.09,0.17,0.0,0.61,0.45,0.17,0.63,0.24
jam-daq.csv,0.21,0.82,0.11,0.14,0.06,0.48,0.17,0.68,0.05,0.12,0.26,0.17,0.0,0.13,0.13,0.17,0.31,0.12
jhotdraw.csv,0.41,0.16,0.46,0.56,0.54,0.59,0.17,0.41,0.5,0.28,0.54,0.58,0.31,0.53,0.49,0.55,0.31,0.39
ninject.csv,0.32,0.17,0.33,0.51,0.52,0.24,0.24,0.16,0.27,0.45,0.39,0.73,0.98,0.51,0.49,0.6,0.43,0.46
ofbiz.csv,0.45,0.66,0.49,0.63,0.39,0.53,0.61,0.26,0.2,0.34,0.75,0.43,0.61,0.63,0.33,0.35,0.53,0.7
oorexx.csv,0.57,0.55,0.52,0.57,0.34,0.39,0.36,0.62,0.34,0.51,0.28,0.43,0.0,0.61,0.56,0.6,0.37,0.25
opentibia.csv,0.79,0.32,0.14,0.29,0.38,0.06,0.54,0.05,0.52,0.53,0.24,0.73,0.45,0.26,0.48,0.1,0.39,0.35
projectts.csv,0.53,0.65,0.55,0.58,0.59,0.47,0.47,0.16,0.39,0.23,0.41,0.42,0.75,0.59,0.39,0.58,0.68,0.72
retromenu.csv,0.33,0.8,0.02,0.15,0.04,0.3,0.64,0.45,0.11,0.18,0.31,0.26,0.24,0.13,0.4,0.13,0.0,0.38
roolo.csv,0.36,0.51,0.61,0.58,0.5,0.51,0.44,0.46,0.57,0.76,0.42,0.32,0.0,0.59,0.55,0.45,0.29,0.23
tango-cs.csv,0.47,0.63,0.71,0.71,0.53,0.66,0.55,0.67,0.57,0.52,0.64,0.73,0.9,0.69,0.61,0.37,0.54,0.76
trinitycore.csv,0.32,0.33,0.49,0.57,0.35,0.59,0.25,0.5,0.55,0.5,0.5,0.0,0.64,0.71,0.5,0.36,0.2,0.53
uface.csv,0.52,0.65,0.4,0.54,0.53,0.47,0.59,0.27,0.49,0.49,0.65,0.62,0.47,0.55,0.6,0.0,0.27,0.94
uwom-server.csv,0.45,0.61,0.54,0.65,0.35,0.38,0.28,0.54,0.52,0.63,0.49,0.28,0.62,0.65,0.62,0.39,0.23,0.67
