,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.8,0.96,0.71,0.89,0.72,0.93,0.9,0.41,0.49,0.72,0.61,0.61,0.82,1.0,0.98,0.65,0.47
checker-framework.csv,0.99,0.95,0.99,0.99,0.97,0.87,0.95,0.86,0.29,0.83,0.93,0.62,0.97,0.91,0.97,0.9,0.85
cme.csv,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.01,1.0,0.99,0.96,0.98,1.0,1.0,1.0,0.02
ctrlr.csv,0.91,0.89,1.0,0.67,0.91,0.97,0.94,0.97,0.98,0.88,1.05,0.8,0.92,0.35,1.0,0.98,1.03
fontforge.csv,0.56,0.97,0.97,0.8,0.52,1.0,1.01,0.63,0.62,0.39,0.62,0.87,0.83,0.93,0.9,0.83,0.83
gusanos.csv,0.52,0.8,0.8,0.78,0.45,0.55,0.88,0.53,0.51,0.6,0.55,0.52,0.73,0.81,0.31,0.58,0.46
jvcl.csv,0.63,0.6,0.5,1.01,0.74,0.67,0.94,0.64,0.69,1.0,0.72,0.96,0.8,1.0,0.8,0.55,1.05
kwave.csv,0.85,0.7,0.96,0.79,0.89,0.89,0.59,0.97,0.46,0.81,0.54,0.58,0.93,0.77,0.69,0.99,0.61
liferea.csv,0.68,0.61,0.94,0.88,0.76,0.37,0.81,0.61,0.62,0.66,0.74,0.62,0.66,0.8,0.79,0.65,0.73
lockss.csv,0.54,0.79,0.77,1.01,0.57,0.67,0.88,0.58,0.62,0.75,0.69,0.5,0.82,1.0,0.81,0.62,0.63
magicwars.csv,0.94,1.0,0.82,0.97,0.92,1.0,1.0,0.93,0.7,1.0,0.37,1.0,0.94,1.0,1.0,0.96,0.79
psrchive.csv,0.74,0.34,1.0,0.61,1.0,0.71,0.89,0.63,0.63,0.7,0.84,0.76,0.89,0.95,0.64,0.52,0.6
pydev.csv,0.66,0.72,0.6,0.69,0.74,0.85,0.82,0.58,0.7,0.96,0.78,0.81,0.77,1.0,0.75,0.41,0.4
sarasvati.csv,0.51,0.81,0.96,0.67,0.35,0.79,0.64,0.88,0.85,0.96,0.7,0.82,0.63,0.67,0.78,0.81,1.04
stuproa-cims.csv,0.62,1.0,0.9,0.87,0.91,1.0,0.7,0.58,0.47,0.84,0.73,0.7,0.43,1.0,0.86,0.66,0.54
thout.csv,0.43,0.84,0.72,0.74,0.79,0.93,0.87,0.51,0.54,1.0,0.55,0.9,0.89,1.0,0.85,0.7,0.5
zact.csv,0.8,0.77,0.85,0.32,0.91,0.79,0.8,0.94,1.0,0.9,0.99,0.75,0.93,0.61,0.59,0.85,1.01
