,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.88,0.57,0.05,0.78,0.66,0.64,0.77,1.01,0.83,0.89,0.77,0.77,0.86
flylinkdc.csv,0.03,0.99,0.93,0.94,0.94,0.75,0.88,1.0,0.57,0.82,0.72,0.75,0.81
fw4spl.csv,0.9,0.89,0.97,0.91,0.19,0.82,1.09,0.94,0.84,0.83,0.95,0.9,0.87
grisbi.csv,0.75,0.71,0.59,0.84,0.95,0.7,0.07,0.82,0.8,0.65,0.83,0.65,0.72
mesa3d.csv,0.71,0.79,0.85,0.77,0.8,0.77,0.87,0.67,0.81,0.8,0.8,0.17,0.81
nuttx.csv,0.77,0.03,0.59,0.88,0.88,0.76,0.42,0.64,0.7,0.83,0.7,0.71,0.78
panda3d.csv,0.92,0.81,0.93,0.81,0.68,0.97,0.85,1.0,0.69,0.08,0.69,0.82,0.71
proftp.csv,0.46,0.82,0.82,0.59,0.53,0.03,0.71,0.81,0.67,0.73,0.66,0.76,0.57
qmmp.csv,0.54,0.82,0.51,0.69,0.59,0.53,0.57,0.7,0.76,0.73,0.05,0.58,0.79
skia.csv,0.9,0.86,0.86,0.58,0.63,0.93,0.96,0.9,0.8,0.88,0.79,0.91,0.04
tart.csv,1.0,1.0,0.93,0.95,0.94,0.93,0.92,1.0,0.0,0.98,1.0,1.0,1.0
tcvp.csv,0.83,0.93,0.76,0.68,0.78,0.9,0.88,0.11,1.01,0.8,0.92,0.92,0.78
utgb.csv,0.74,0.75,0.79,0.03,0.77,0.97,0.95,1.0,0.83,0.95,0.81,0.67,0.71
