,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.32,0.4,0.64,0.07,0.42,0.24,0.38
aztec.csv,0.14,0.55,0.18,0.49,0.4,0.21,0.57,0.48
jbpm.csv,0.14,0.42,0.13,0.06,0.0,0.0,0.02,0.06
mediate.csv,0.43,0.06,0.36,0.57,0.47,0.14,0.5,0.54
mycila.csv,0.86,0.9,0.71,0.46,0.27,0.97,0.21,0.24
neodatis-odb.csv,0.43,0.84,0.82,0.3,0.07,0.02,0.17,0.4
nsis.csv,0.0,0.35,0.68,0.29,0.77,0.65,0.76,0.54
rodin-b-sharp.csv,0.57,0.0,0.04,0.0,0.43,0.94,0.02,0.15
