,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.07,0.68,0.2,0.45,0.26,0.11,0.18,0.33
aztec.csv,0.26,0.6,0.18,0.39,0.48,0.4,0.16,0.14
jbpm.csv,0.0,0.67,0.56,0.18,0.0,0.0,0.17,0.03
mediate.csv,0.44,0.34,0.3,0.49,0.72,0.03,0.37,0.23
mycila.csv,0.94,0.59,0.09,0.3,0.6,0.14,0.54,0.55
neodatis-odb.csv,0.5,0.53,0.24,0.62,0.51,0.0,0.38,0.18
nsis.csv,0.83,0.31,0.22,0.54,0.69,0.02,0.32,0.55
rodin-b-sharp.csv,0.72,0.0,0.14,0.0,0.3,0.12,0.17,0.8
