,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,2.0,0.0,2.0,1.0,4.0,1.0,0.0,8.0,19.0,1.0,9.0,0.0,0.0,0.0,1.0
continuum-ide.csv,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
fleet-simulator.csv,6.0,0.0,10.0,1.0,1.0,1.0,8.0,8.0,8.0,0.0,7.0,0.0,0.0,0.0,3.0
hydrate.csv,2.0,0.0,0.0,49.0,0.0,96.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ivef-sdk.csv,3.0,0.0,18.0,1.0,2.0,0.0,10.0,55.0,8.0,0.0,66.0,0.0,2.0,0.0,2.0
jmri.csv,0.0,2.0,0.0,3.0,3.0,11.0,4.0,3.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0
kdenlive.csv,0.0,0.0,5.0,1.0,0.0,18.0,1.0,6.0,11.0,0.0,7.0,0.0,0.0,0.0,3.0
mia.csv,0.0,0.0,14.0,0.0,2.0,0.0,5.0,55.0,0.0,0.0,66.0,0.0,2.0,0.0,3.0
ontopia.csv,4.0,0.0,18.0,1.0,0.0,0.0,0.0,10.0,8.0,0.0,66.0,2.0,2.0,0.0,2.0
opentibia.csv,1.0,0.0,3.0,1.0,2.0,0.0,9.0,9.0,8.0,0.0,7.0,0.0,2.0,0.0,2.0
runuomondains.csv,0.0,0.0,5.0,0.0,79.0,1.0,67.0,1.0,1.0,1.0,0.0,0.0,0.0,55.0,1.0
somap.csv,3.0,0.0,16.0,1.0,2.0,1.0,7.0,10.0,8.0,0.0,1.0,0.0,2.0,0.0,1.0
taverna.csv,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
tigermud.csv,3.0,0.0,0.0,1.0,2.0,1.0,5.0,10.0,8.0,0.0,7.0,0.0,1.0,0.0,2.0
x-ray-mule.csv,4.0,0.0,17.0,0.0,1.0,0.0,7.0,1.0,4.0,0.0,66.0,0.0,4.0,0.0,51.0
