,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.9,0.87,0.83,0.91,0.75,1.36,0.09,0.53,0.64,0.86,1.06,0.88,0.48,0.8,0.8
continuum-ide.csv,0.91,0.94,0.92,1.0,0.89,1.04,0.97,0.03,0.83,0.92,0.64,0.9,0.85,0.89,0.74
fleet-simulator.csv,0.67,0.86,0.71,0.9,0.68,0.95,0.72,0.88,0.98,0.78,0.98,0.78,0.0,1.0,0.84
hydrate.csv,0.95,0.88,0.76,1.01,0.83,1.01,0.94,0.56,0.69,0.83,0.46,0.89,0.8,0.88,0.06
ivef-sdk.csv,0.82,0.5,0.7,0.7,0.74,0.0,0.72,1.02,0.83,0.46,1.0,1.06,1.23,0.83,0.98
jmri.csv,0.83,0.7,0.03,0.95,0.67,1.05,0.92,0.63,0.5,0.71,0.66,0.82,0.86,0.9,0.56
kdenlive.csv,0.03,0.52,0.65,1.06,0.62,1.28,0.84,0.71,0.62,0.75,0.68,0.53,0.11,0.81,0.77
mia.csv,0.83,0.83,0.73,0.95,0.83,0.81,0.84,1.0,0.06,0.95,1.0,0.72,1.28,0.96,0.84
ontopia.csv,0.59,0.65,0.9,0.9,0.81,0.88,0.91,0.92,0.98,0.07,1.04,1.0,0.8,0.71,0.86
opentibia.csv,0.83,0.0,0.75,1.01,0.89,0.24,0.94,0.83,0.87,0.93,0.86,0.84,1.01,1.0,0.96
runuomondains.csv,0.85,0.88,0.98,0.79,1.0,0.99,1.0,0.94,0.94,0.98,0.12,0.96,0.89,1.0,0.94
somap.csv,1.0,0.92,0.89,1.0,0.91,1.0,0.89,0.98,1.0,1.0,0.89,0.0,0.43,0.62,0.77
taverna.csv,0.87,0.76,0.72,0.6,0.0,0.97,0.49,0.77,0.78,0.81,0.67,1.02,0.5,0.92,0.88
tigermud.csv,0.93,0.69,0.78,0.9,0.86,0.58,0.78,1.01,0.86,0.81,0.9,0.69,0.51,0.06,0.79
x-ray-mule.csv,0.72,0.76,0.88,0.0,0.81,0.94,1.04,0.94,0.94,0.79,1.0,0.77,0.94,0.81,1.01
