,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,0.42,0.21,0.32,0.16,0.53,0.87,0.29,0.0,0.39,0.26,0.38,0.23
emite.csv,0.33,0.0,0.26,0.32,0.38,0.48,0.18,0.34,0.27,0.17,0.67,0.3
geogebra.csv,0.66,0.68,0.26,0.39,0.36,0.81,0.57,0.29,0.43,0.16,0.29,0.52
hibernate.csv,0.54,0.72,0.19,0.24,0.48,0.77,0.49,0.32,0.49,0.2,0.33,0.41
httpcontentparser.csv,0.43,0.07,0.42,0.36,0.35,0.0,0.29,0.28,0.39,0.11,0.49,0.36
megameknet.csv,0.6,0.68,0.21,0.27,0.3,0.83,0.57,0.26,0.42,0.12,0.3,0.41
myfaces.csv,0.44,0.65,0.3,0.46,0.54,0.79,0.58,0.28,0.48,0.2,0.23,0.5
ns-3.csv,0.7,0.68,0.2,0.37,0.32,0.71,0.47,0.23,0.46,0.07,0.33,0.48
ondex.csv,0.22,0.32,0.29,0.27,0.62,0.55,0.46,0.38,0.38,0.6,0.44,0.44
pixel-commandos.csv,0.24,0.4,0.36,0.1,0.27,0.15,0.14,0.16,0.27,0.62,0.15,0.19
rsyslog.csv,0.58,0.81,0.29,0.23,0.47,0.83,0.47,0.25,0.46,0.19,0.49,0.47
wow-qrsk.csv,0.24,0.14,0.28,0.39,0.56,0.02,0.47,0.31,0.41,0.0,0.51,0.54
