,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.64,0.63,1.0,0.61,0.9,0.53,0.77,0.98,0.67,0.78,0.79,0.92,0.78,0.92,0.75,0.97
biodwh.csv,0.39,0.27,0.85,0.27,0.34,0.17,0.33,0.29,0.37,0.26,0.28,0.15,0.52,0.83,0.49,0.62
bloodycore.csv,0.97,0.35,0.38,0.6,0.34,0.13,0.13,0.12,0.07,0.87,0.4,0.46,0.28,0.08,0.23,0.38
blue-c.csv,0.73,0.57,0.92,0.46,0.62,0.77,0.43,0.81,0.77,0.5,0.81,0.92,0.68,0.5,0.8,0.88
etics.csv,0.34,0.24,0.92,0.29,0.34,0.17,0.27,0.38,0.27,0.34,0.28,0.08,0.4,0.58,0.41,0.56
flexpay.csv,0.06,0.62,0.23,0.53,0.86,0.43,0.67,0.44,0.43,0.75,0.37,0.77,0.28,0.5,0.31,0.62
flylegacy.csv,0.02,0.62,0.31,0.39,0.79,0.73,0.77,0.82,0.47,0.14,0.57,0.85,0.35,0.58,1.0,0.68
ftm.csv,0.58,0.27,0.38,0.3,0.48,0.47,0.07,0.16,0.27,0.36,0.27,0.77,0.25,0.08,0.69,0.44
gzigzag.csv,0.05,0.4,0.31,0.37,0.66,0.5,0.53,0.65,0.63,0.13,0.34,0.31,0.2,0.58,0.92,0.5
img-browse-sort.csv,0.44,0.65,0.38,0.64,0.66,0.4,0.4,0.47,0.63,0.26,0.61,0.69,0.62,0.67,0.52,0.74
jcache.csv,0.72,0.9,0.77,0.39,0.76,0.9,0.57,0.34,0.73,0.33,0.75,0.85,0.62,0.42,0.61,0.91
jguard.csv,0.23,0.75,0.23,0.63,0.66,0.4,0.67,0.79,0.47,0.38,0.48,1.0,0.55,0.33,0.93,0.5
ppcboot.csv,0.86,0.87,0.85,0.81,0.72,1.0,0.83,0.98,0.97,0.59,1.0,0.92,0.9,0.5,0.95,0.94
qdvdauthor.csv,0.89,0.25,0.77,0.49,0.62,0.63,0.37,0.51,0.53,0.86,0.73,0.38,0.8,0.17,0.61,0.71
reactos-mirror.csv,0.6,0.73,1.0,0.67,0.52,0.5,0.4,0.49,0.9,1.0,0.76,0.62,0.72,0.5,0.13,0.62
unbvision.csv,0.74,0.38,0.77,0.26,0.34,0.37,0.37,0.31,0.73,0.38,0.42,0.46,0.5,0.75,0.36,0.41
