,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.98,0.02,0.89,1.02,0.92,0.67,1.0,0.93,0.97,0.94,0.92,1.0,0.9,0.83,1.0,0.88,0.98,0.78,0.89,0.97
baadengine.csv,0.04,0.91,1.0,0.68,0.87,0.68,0.96,0.85,0.93,0.76,0.67,0.98,0.88,0.8,0.58,0.95,0.97,0.74,0.51,0.47
bibedt.csv,0.82,0.83,1.07,1.05,0.62,0.74,0.71,0.67,0.55,0.83,0.51,0.65,0.0,0.51,0.64,0.78,0.81,0.69,0.73,0.37
cascading.csv,0.83,1.04,0.58,0.34,0.62,0.77,0.83,0.59,0.59,0.53,0.48,0.68,0.63,0.69,0.61,0.81,0.02,0.65,0.83,0.37
dataobjectsdotnet.csv,0.67,0.88,1.19,1.03,0.64,0.78,0.73,0.63,0.83,0.5,0.5,0.23,0.59,0.62,0.55,0.86,0.73,0.01,0.65,0.62
exl.csv,0.7,1.01,1.03,0.64,0.51,0.72,0.65,0.75,0.81,0.67,0.61,0.52,0.61,0.79,0.55,0.8,0.63,0.7,0.59,0.02
gogoego.csv,0.69,0.8,0.95,1.02,0.82,0.7,0.41,0.05,0.73,0.66,0.72,0.53,0.82,0.63,0.63,1.01,0.75,0.68,0.81,0.86
httpcontentparser.csv,0.77,1.0,0.97,1.0,0.93,0.9,0.93,0.92,0.95,1.0,0.1,1.0,0.74,0.83,0.78,0.88,0.89,0.85,0.96,0.91
impala.csv,0.7,0.73,0.84,1.1,0.76,0.66,0.92,0.93,0.85,0.94,0.9,1.08,0.75,0.89,1.0,0.16,0.95,0.78,0.87,1.07
jaxlib.csv,0.91,1.0,1.03,1.0,0.86,0.92,0.83,0.88,1.0,0.83,0.62,0.0,1.0,0.74,1.0,1.0,0.96,0.93,0.83,0.45
jgameai.csv,0.87,0.64,0.94,1.04,0.85,0.02,0.99,0.79,0.93,0.89,0.91,0.52,0.85,0.95,0.82,1.0,0.93,0.69,0.8,0.91
jhotdraw.csv,0.7,1.01,0.99,1.02,0.79,0.88,1.03,0.87,0.05,0.97,0.84,1.01,0.92,0.8,0.84,0.97,0.87,0.72,0.89,1.03
loki-lib.csv,0.55,0.89,0.57,0.54,0.51,0.72,0.8,0.63,0.63,0.47,0.68,0.62,0.9,0.83,0.67,0.75,0.71,0.61,0.14,0.58
patterntesting.csv,0.49,1.09,0.98,0.38,0.58,0.76,0.4,0.63,0.55,0.07,0.58,0.77,0.61,0.6,0.56,0.87,0.54,0.63,0.73,0.3
pokeglobal.csv,0.81,0.85,0.54,0.4,0.03,0.82,0.76,0.64,0.72,0.57,0.92,0.92,0.76,0.8,0.53,0.76,0.59,0.66,0.8,0.93
snakeyaml.csv,0.9,0.5,0.65,0.7,0.68,0.72,0.69,0.7,0.51,0.93,0.89,0.6,1.0,0.53,0.04,0.94,0.78,0.69,0.92,0.5
unflobtactical.csv,0.74,0.94,1.26,1.14,0.78,0.72,0.38,0.61,0.65,0.61,0.59,0.62,0.77,0.04,0.57,0.89,0.68,0.56,0.72,0.53
werx.csv,0.99,1.0,0.01,0.99,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.99,0.98,1.0,1.0,1.0,1.0
zealos.csv,0.77,0.7,1.05,0.29,0.62,0.68,0.13,0.66,0.73,0.68,0.64,1.04,0.59,0.57,0.64,0.77,0.67,0.55,0.73,0.54
