,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.04,1.0,0.13,0.0,0.14,0.42,0.0,0.1,0.04,0.15,0.12,0.0,0.12,0.23,0.0,0.15,0.04,0.3,0.17,0.23
baadengine.csv,0.98,0.41,0.0,0.7,0.42,0.48,0.17,0.46,0.27,0.58,0.63,0.09,0.43,0.52,0.7,0.21,0.13,0.55,0.74,0.7
bibedt.csv,0.3,0.23,0.24,0.0,0.52,0.39,0.35,0.4,0.56,0.2,0.7,0.51,1.0,0.55,0.42,0.28,0.27,0.39,0.32,0.67
cascading.csv,0.25,0.22,0.66,0.91,0.59,0.31,0.2,0.65,0.61,0.56,0.65,0.51,0.58,0.46,0.6,0.5,0.98,0.49,0.2,0.67
dataobjectsdotnet.csv,0.41,0.23,0.0,0.0,0.52,0.27,0.37,0.48,0.21,0.71,0.59,0.94,0.53,0.45,0.55,0.23,0.33,0.99,0.48,0.49
exl.csv,0.57,0.32,0.0,0.74,0.71,0.59,0.68,0.58,0.52,0.46,0.68,0.82,0.59,0.45,0.72,0.52,0.62,0.59,0.49,0.98
gogoego.csv,0.38,0.24,0.1,0.0,0.32,0.42,0.72,0.96,0.33,0.42,0.34,0.54,0.24,0.56,0.42,0.0,0.3,0.51,0.41,0.2
httpcontentparser.csv,0.34,0.0,0.04,0.0,0.2,0.14,0.09,0.12,0.06,0.0,0.92,0.0,0.34,0.39,0.26,0.15,0.13,0.2,0.24,0.2
impala.csv,0.43,0.43,0.19,0.0,0.43,0.51,0.12,0.12,0.24,0.09,0.23,0.0,0.49,0.39,0.0,0.87,0.06,0.46,0.45,0.14
jaxlib.csv,0.11,0.0,0.01,0.0,0.18,0.1,0.2,0.15,0.0,0.2,0.45,1.0,0.0,0.3,0.0,0.0,0.05,0.09,0.2,0.61
jgameai.csv,0.16,0.44,0.07,0.0,0.2,1.0,0.05,0.27,0.1,0.32,0.23,0.55,0.23,0.13,0.23,0.0,0.1,0.37,0.52,0.39
jhotdraw.csv,0.42,0.0,0.05,0.0,0.45,0.18,0.04,0.19,0.96,0.04,0.28,0.0,0.23,0.39,0.22,0.05,0.17,0.51,0.39,0.19
loki-lib.csv,0.7,0.39,0.67,0.81,0.71,0.47,0.53,0.63,0.58,0.78,0.59,0.75,0.4,0.49,0.64,0.54,0.55,0.63,0.88,0.57
patterntesting.csv,0.65,0.21,0.34,0.89,0.61,0.38,0.69,0.55,0.61,0.94,0.65,0.48,0.53,0.53,0.58,0.27,0.55,0.51,0.32,0.74
pokeglobal.csv,0.41,0.23,0.72,0.88,0.99,0.42,0.57,0.58,0.6,0.51,0.12,0.3,0.42,0.3,0.72,0.45,0.59,0.56,0.25,0.14
snakeyaml.csv,0.12,0.62,0.4,0.68,0.54,0.63,0.52,0.47,0.66,0.09,0.18,0.77,0.0,0.59,0.97,0.1,0.35,0.54,0.39,0.67
unflobtactical.csv,0.4,0.23,0.0,0.0,0.47,0.39,0.69,0.52,0.48,0.64,0.64,0.52,0.34,0.99,0.55,0.27,0.47,0.56,0.44,0.63
werx.csv,0.05,0.0,0.99,0.05,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0
zealos.csv,0.37,0.43,0.27,0.92,0.55,0.42,0.89,0.49,0.35,0.41,0.57,0.0,0.53,0.56,0.42,0.32,0.41,0.57,0.41,0.58
