,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.38,0.83,1.0,0.0,0.38,0.38,0.0,0.17,0.29,0.19,0.06,0.0,0.5,0.54,0.0,0.19,0.44,0.46,0.27,0.53
baadengine.csv,0.99,0.05,0.98,0.01,0.58,0.32,0.31,0.27,0.19,0.42,0.12,0.04,0.17,0.57,0.18,0.12,0.77,0.43,0.52,0.86
bibedt.csv,0.69,0.07,0.94,0.0,0.67,0.29,0.6,0.36,0.29,1.0,0.17,0.05,1.0,0.82,0.31,0.16,0.77,0.54,0.62,0.96
cascading.csv,0.73,0.02,0.99,0.03,0.64,0.32,0.71,0.31,0.23,0.57,0.19,0.04,0.23,0.6,0.17,0.11,1.0,0.49,0.71,0.96
dataobjectsdotnet.csv,0.84,0.04,0.95,0.0,0.64,0.46,0.32,0.32,0.26,0.52,0.24,0.15,0.28,0.78,0.23,0.08,0.85,0.99,0.45,0.83
exl.csv,0.76,0.04,0.97,0.02,0.7,0.31,0.38,0.27,0.19,0.43,0.14,0.07,0.24,0.52,0.19,0.12,0.82,0.46,0.59,1.0
gogoego.csv,0.84,0.2,0.94,0.0,0.5,0.32,0.51,1.0,0.26,0.58,0.19,0.11,0.22,0.62,0.59,0.0,0.91,0.45,0.32,0.7
httpcontentparser.csv,0.74,0.0,1.0,0.0,0.37,0.23,0.4,0.18,0.23,0.0,0.95,0.0,0.23,0.48,0.35,0.5,0.87,0.39,0.19,0.58
impala.csv,0.77,0.07,1.0,0.0,0.55,0.32,0.2,0.13,0.13,0.4,0.05,0.0,0.18,0.45,0.0,0.95,0.75,0.39,0.33,0.38
jaxlib.csv,0.91,0.0,0.5,0.0,0.75,0.4,0.71,0.42,0.0,0.83,0.25,1.0,0.0,0.9,0.0,0.0,0.83,0.73,0.62,0.96
jgameai.csv,0.86,0.12,1.0,0.0,0.58,0.96,0.31,0.29,0.12,0.26,0.05,0.14,0.14,0.31,0.42,0.0,0.75,0.59,0.37,0.71
jhotdraw.csv,0.78,0.0,0.89,0.0,0.53,0.2,0.04,0.2,1.0,0.33,0.07,0.0,0.1,0.5,0.13,0.04,0.8,0.43,0.28,0.47
loki-lib.csv,0.83,0.04,0.99,0.02,0.7,0.29,0.32,0.29,0.21,0.55,0.12,0.06,0.17,0.55,0.16,0.12,0.78,0.5,1.0,0.82
patterntesting.csv,0.85,0.02,0.96,0.03,0.67,0.26,0.57,0.29,0.26,0.97,0.14,0.03,0.26,0.67,0.2,0.07,0.88,0.51,0.67,0.97
pokeglobal.csv,0.69,0.05,0.99,0.02,0.98,0.23,0.32,0.28,0.2,0.61,0.06,0.04,0.17,0.53,0.2,0.1,0.83,0.47,0.67,0.56
snakeyaml.csv,0.84,0.13,1.0,0.01,0.61,0.34,0.31,0.25,0.28,1.0,0.07,0.06,0.0,0.71,0.96,0.06,0.75,0.45,0.33,0.85
unflobtactical.csv,0.74,0.03,0.92,0.0,0.54,0.32,0.61,0.32,0.23,0.46,0.14,0.05,0.19,0.97,0.21,0.07,0.8,0.58,0.39,0.84
werx.csv,0.75,0.07,1.0,0.01,0.58,0.29,0.31,0.24,0.18,0.38,0.11,0.04,0.2,0.57,0.13,0.12,0.77,0.43,0.39,0.75
zealos.csv,0.73,0.08,0.95,0.03,0.65,0.36,1.0,0.29,0.24,0.48,0.12,0.0,0.28,0.68,0.34,0.12,0.88,0.58,0.38,0.85
