,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.98,0.83,0.95,0.95,0.92,0.96,0.0,0.98,0.86,0.95,0.97,0.0,0.5,0.92,0.8,0.94,0.89,0.99,0.93,0.93
baadengine.csv,0.44,0.38,0.35,0.41,0.4,0.42,0.55,0.36,0.35,0.42,0.44,0.29,0.39,0.36,0.46,0.34,0.39,0.39,0.41,0.51
bibedt.csv,0.71,0.87,0.68,0.59,0.43,0.55,0.73,0.73,0.62,0.8,0.65,0.48,0.9,0.45,0.94,0.95,0.71,0.6,0.92,0.37
cascading.csv,0.79,0.41,0.4,0.51,0.44,0.55,0.86,0.41,0.44,0.5,0.54,0.48,0.35,0.48,0.59,0.34,0.43,0.56,0.86,0.37
dataobjectsdotnet.csv,0.62,0.64,0.59,0.78,0.48,0.92,0.77,0.61,0.98,0.66,0.67,0.77,0.78,0.56,0.73,0.75,0.72,0.65,0.72,0.52
exl.csv,0.49,0.35,0.41,0.42,0.41,0.48,0.55,0.37,0.38,0.57,0.5,0.41,0.36,0.45,0.45,0.38,0.44,0.43,0.73,0.45
gogoego.csv,0.64,0.8,0.94,0.78,0.67,0.71,0.49,0.82,0.88,0.84,0.97,0.89,0.89,0.44,0.94,0.96,0.73,0.61,0.66,0.9
httpcontentparser.csv,0.73,0.75,0.8,0.5,0.89,0.92,0.8,0.98,0.92,0.0,0.95,0.0,0.69,0.67,0.94,0.83,0.93,0.91,0.77,0.83
impala.csv,0.73,0.66,0.97,0.63,0.71,0.75,0.93,0.98,0.75,0.8,0.89,0.6,0.68,0.65,0.94,0.95,0.88,0.71,0.54,0.92
jaxlib.csv,0.98,0.75,0.5,0.86,0.88,0.8,0.86,0.96,0.86,0.83,0.75,0.5,0.0,0.8,0.0,0.8,0.83,0.93,0.88,0.38
jgameai.csv,0.99,0.94,0.91,0.78,0.92,0.81,0.55,0.98,0.98,0.86,0.78,0.86,0.93,0.92,0.92,0.9,0.92,0.99,0.58,0.63
jhotdraw.csv,0.72,0.91,0.89,0.95,0.58,0.95,0.96,0.98,0.98,0.67,0.91,0.83,0.81,0.77,0.97,0.96,0.95,0.69,0.63,0.93
loki-lib.csv,0.46,0.42,0.37,0.41,0.39,0.48,0.55,0.37,0.43,0.32,0.45,0.34,0.38,0.36,0.49,0.35,0.43,0.47,0.56,0.54
patterntesting.csv,0.47,0.41,0.51,0.51,0.46,0.53,0.49,0.53,0.49,0.55,0.48,0.41,0.68,0.41,0.58,0.51,0.5,0.49,0.83,0.37
pokeglobal.csv,0.77,0.75,0.42,0.54,0.48,0.56,0.57,0.48,0.43,0.61,0.97,0.28,0.65,0.76,0.55,0.45,0.52,0.5,0.89,0.89
snakeyaml.csv,0.98,0.83,0.84,0.56,0.63,0.63,0.76,0.67,0.57,0.5,0.98,0.39,0.5,0.64,0.96,0.97,0.8,0.66,0.55,0.58
unflobtactical.csv,0.54,0.48,0.65,0.58,0.54,0.54,0.48,0.61,0.57,0.63,0.52,0.58,0.56,0.47,0.65,0.55,0.52,0.6,0.65,0.45
werx.csv,0.42,0.36,0.36,0.42,0.41,0.48,0.54,0.36,0.36,0.46,0.45,0.3,0.39,0.38,0.42,0.33,0.4,0.42,0.44,0.49
zealos.csv,0.59,0.62,0.68,0.63,0.47,0.68,0.69,0.73,0.77,0.87,0.7,0.77,0.89,0.61,0.97,0.79,0.62,0.65,0.69,0.41
