,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.77,0.87,0.5,0.63,0.79,0.67,0.54,0.6,0.61,0.71
empserver.csv,0.66,0.81,0.91,0.74,0.47,0.71,0.72,0.56,0.69,0.76
enlightenment.csv,0.99,1.0,1.0,0.49,1.0,1.0,1.0,0.89,1.0,0.93
ffigo.csv,0.58,0.59,0.8,0.99,1.0,1.01,0.65,0.42,0.72,1.0
ildjit.csv,0.65,0.33,0.78,0.85,0.74,1.04,0.7,0.72,0.68,0.83
jfreereport.csv,0.87,0.97,0.6,0.85,0.92,0.88,0.77,0.67,0.92,0.95
mplayer-ce.csv,0.53,0.77,0.93,0.62,0.77,0.83,0.84,0.54,0.56,0.59
psycle.csv,0.45,0.87,0.84,0.61,0.56,0.68,0.9,0.58,0.72,0.52
wikipediardware.csv,0.51,0.75,1.0,0.72,0.97,0.89,0.91,0.87,0.78,0.3
wxjs.csv,0.93,1.0,0.93,0.99,0.97,0.21,1.0,1.0,1.0,0.97
