,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.06,0.08,0.64,0.29,0.47,0.58,0.33
brlcad.csv,0.71,0.08,0.53,0.0,0.31,0.59,0.0
ftm.csv,0.36,0.0,0.42,0.61,0.4,0.68,0.58
google-web-toolkit.csv,0.19,0.11,0.58,0.65,0.66,0.64,0.79
jcache.csv,0.5,0.55,0.66,0.63,0.62,0.21,0.92
mimosa.csv,0.5,0.0,0.27,0.83,0.49,0.35,0.62
ogre.csv,0.41,0.95,0.45,0.68,0.54,0.51,0.3
