,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.81,0.89,0.69,0.43,0.74,0.31,0.49,0.54,0.77,0.97,0.73,0.29,0.22,0.14,0.75,0.88
calcubetimer.csv,0.4,0.59,0.05,0.48,0.78,0.45,0.04,0.34,0.84,0.94,0.75,0.4,0.16,0.07,0.35,0.41
chaosrts.csv,0.73,0.25,0.68,0.3,0.45,0.11,0.57,0.44,0.72,0.61,0.29,0.26,0.4,0.19,0.14,0.86
dxengine.csv,0.19,0.12,0.48,0.61,0.45,0.42,0.39,0.54,0.31,0.4,0.0,0.15,0.48,0.18,0.58,0.11
freedom-erp.csv,0.63,0.19,0.66,0.06,0.52,0.18,0.0,0.26,0.07,0.63,0.74,0.3,0.3,0.0,0.48,0.77
joustsim.csv,0.72,0.92,0.73,0.53,0.34,0.33,0.48,0.48,0.68,0.66,0.2,0.77,0.32,0.13,0.67,0.29
jsidplay2.csv,0.54,0.57,0.2,0.2,0.85,0.04,0.2,0.42,0.46,0.94,0.75,0.22,0.12,0.07,0.12,0.77
madman.csv,0.59,0.25,0.56,0.41,0.52,0.36,0.4,0.52,0.44,0.56,0.08,0.21,0.55,0.2,0.59,0.79
mclient-mume.csv,0.59,0.7,0.87,0.46,0.12,0.48,0.37,0.05,0.63,0.16,0.0,0.17,0.21,0.12,0.39,0.43
primefaces.csv,0.85,0.79,0.69,0.52,0.79,0.38,0.53,0.55,0.85,0.74,0.74,0.29,0.25,0.14,0.81,0.92
reaper3d.csv,0.44,0.7,0.32,0.6,0.68,0.39,0.11,0.19,0.32,0.25,0.64,0.33,0.12,0.29,0.53,0.07
sblim.csv,0.29,0.59,0.73,0.53,0.33,0.61,0.0,0.12,0.78,0.25,0.4,0.54,0.28,0.07,0.6,0.27
sevenupdate.csv,0.91,0.85,0.71,0.53,0.69,0.34,0.52,0.55,0.85,0.97,0.73,0.27,0.27,0.14,0.74,0.94
springside.csv,0.87,0.67,0.69,0.59,0.67,0.41,0.66,0.38,0.53,0.69,0.61,0.39,0.37,0.17,0.66,0.89
swtfox.csv,0.46,0.75,0.71,0.44,0.5,0.4,0.48,0.63,0.45,0.37,0.09,0.0,0.37,0.11,0.45,0.34
tmva.csv,0.9,0.83,0.28,0.38,0.78,0.12,0.58,0.41,0.82,0.96,0.73,0.25,0.32,0.16,0.72,0.94
