,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.41,0.84,1.0,0.96,0.88,0.95,0.99,0.91,0.96,1.0,1.0,0.88,1.01,1.0,1.0,1.01
calcubetimer.csv,0.81,0.6,0.99,0.97,0.38,0.63,0.98,0.97,1.0,0.11,0.91,0.45,0.83,0.89,0.79,0.78
chaosrts.csv,0.66,0.86,0.44,0.85,0.71,0.93,0.48,0.79,0.51,0.61,0.84,0.69,0.43,0.55,0.93,0.28
dxengine.csv,0.9,0.94,0.67,0.43,0.95,0.54,0.83,0.55,0.82,1.24,1.0,0.84,0.34,0.57,0.69,0.96
freedom-erp.csv,0.74,0.9,0.86,0.97,0.65,0.87,1.0,0.9,0.96,0.59,0.43,0.73,0.78,1.0,0.84,0.85
joustsim.csv,0.63,1.0,0.44,0.79,0.8,0.83,0.61,0.63,0.91,0.56,0.96,0.12,0.6,0.92,0.69,0.83
jsidplay2.csv,0.77,0.61,0.98,0.9,0.32,1.0,0.87,0.88,0.7,1.0,0.91,0.85,0.9,0.9,0.95,0.8
madman.csv,0.8,0.86,0.58,0.67,0.94,0.7,0.88,0.72,0.72,0.95,0.96,0.89,0.27,0.52,0.98,0.65
mclient-mume.csv,0.62,0.93,0.2,0.75,0.94,0.49,0.77,0.97,0.63,0.91,1.0,0.91,0.71,0.78,0.76,0.74
primefaces.csv,1.01,0.88,1.0,0.98,0.64,0.72,0.83,1.0,1.0,0.84,0.42,0.92,1.0,1.0,0.33,0.95
reaper3d.csv,0.8,0.66,0.8,0.44,0.55,0.56,0.94,0.89,0.82,0.86,0.56,0.73,0.89,0.35,0.78,0.97
sblim.csv,0.93,0.6,0.71,0.88,0.8,0.3,1.0,0.93,1.01,0.86,0.74,0.39,0.84,0.9,0.56,0.84
sevenupdate.csv,1.0,0.27,0.71,0.94,1.0,0.98,0.95,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
springside.csv,0.81,0.95,0.48,0.57,0.68,0.56,0.38,0.76,0.66,0.53,0.54,0.47,0.49,0.7,0.82,0.59
swtfox.csv,0.73,0.42,0.46,0.64,0.79,0.56,0.82,0.45,0.8,0.92,1.01,1.02,0.47,0.81,0.77,0.83
tmva.csv,1.0,1.02,1.02,0.76,0.92,1.09,0.6,0.87,0.35,0.75,1.0,1.0,0.55,0.71,0.79,0.95
