,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.11,0.14,0.5,0.56,0.95,0.14,0.25,0.77,0.9
bzbyte.csv,0.12,0.13,0.43,0.39,0.45,0.23,0.33,1.0,0.94
encog-java.csv,1.0,0.19,0.4,0.86,1.0,0.22,0.23,0.78,0.96
galaxium.csv,0.26,0.2,0.65,0.64,0.59,0.22,1.0,0.88,1.0
h2database.csv,0.08,0.98,0.4,0.46,0.61,0.0,0.24,0.71,0.96
haphazard.csv,0.08,0.16,0.67,0.29,0.38,1.0,0.09,0.71,0.93
jaql.csv,0.16,0.18,0.45,1.0,0.55,0.14,0.31,0.81,0.96
raven-monitoring.csv,0.1,0.07,1.0,0.44,0.32,0.15,0.28,0.73,0.93
v8.csv,0.14,0.14,0.41,0.41,0.41,0.19,0.4,0.82,1.0
