,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.74,0.61,0.52,0.29,0.69,0.47,0.49,0.54,0.47,0.33,0.33,0.35,0.43,0.41,0.37
autowikibrowser.csv,0.4,0.33,0.38,0.28,0.32,0.36,0.41,0.41,0.44,0.32,0.35,0.4,0.4,0.3,0.32
blue-c.csv,0.55,0.43,0.44,0.32,0.62,0.47,0.48,0.5,0.52,0.39,0.38,0.38,0.47,0.49,0.46
dynalloy.csv,0.66,0.44,0.68,0.37,0.67,0.53,0.61,0.82,0.55,0.53,0.4,0.42,0.57,0.71,0.51
hydrogen.csv,0.44,0.37,0.39,0.3,0.43,0.42,0.44,0.42,0.5,0.39,0.0,0.35,0.38,0.42,0.4
jcae.csv,0.75,0.34,0.83,0.62,0.75,0.49,0.73,0.41,0.67,0.9,0.53,0.88,0.4,0.33,0.54
lphant.csv,0.39,0.35,0.37,0.29,0.32,0.43,0.41,0.34,0.47,0.33,0.41,0.4,0.38,0.34,0.33
nosleepsoftware.csv,0.93,0.86,0.8,0.0,0.58,0.98,0.91,0.5,0.0,0.0,0.0,0.0,0.94,0.73,0.93
qgo.csv,0.38,0.43,0.35,0.28,0.34,0.39,0.42,0.34,0.43,0.31,0.35,0.34,0.34,0.34,0.32
quickfast.csv,0.42,0.44,0.52,0.31,0.47,0.51,0.81,0.47,0.54,0.63,0.65,0.39,0.4,0.45,0.38
rhex.csv,0.5,0.36,0.8,0.56,0.36,0.52,0.68,0.6,0.52,0.37,0.64,0.0,0.87,0.44,0.5
rocrail.csv,0.65,0.39,0.48,0.43,0.53,0.44,0.5,0.4,0.5,0.37,0.54,0.48,0.64,0.41,0.79
virtuoso.csv,0.43,0.37,0.39,0.3,0.43,0.45,0.46,0.42,0.53,0.69,0.62,0.37,0.41,0.43,0.79
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0
yield.csv,0.4,0.34,0.42,0.29,0.41,0.42,0.47,0.38,0.52,0.38,0.36,0.34,0.36,0.38,0.42
