,recall,precision,pf,pci_20,ifa,wins
applet2app.csv,0.66,0.46,0.33,0.47,1.0,12
autowikibrowser.csv,0.68,0.38,0.43,0.36,2.0,8
blue-c.csv,0.77,0.38,0.77,0.47,7.0,4
dynalloy.csv,0.67,0.35,0.64,0.55,6.0,6
hydrogen.csv,1.0,0.36,1.0,0.4,9.0,1
jcae.csv,0.5,0.53,0.19,0.62,2.0,14
lphant.csv,0.75,0.37,0.51,0.37,4.0,7
nosleepsoftware.csv,0.05,0.4,0.04,0.73,1.0,11
qgo.csv,0.8,0.31,0.64,0.34,6.0,2
quickfast.csv,0.63,0.4,0.47,0.47,4.0,9
rhex.csv,0.45,0.4,0.25,0.52,3.0,10
rocrail.csv,0.53,0.47,0.19,0.48,1.0,13
virtuoso.csv,0.91,0.37,0.91,0.43,7.0,3
xined.csv,0.0,0.0,0.0,0.0,92.0,0
yield.csv,0.86,0.38,0.69,0.38,8.0,5
