,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,716.0,283.5,98.5,99.0,1736.0,98.5,194.0,291.5,4365.5,879.0,2567.5,99.0,196.0
e-bio-flow.csv,785.5,93.5,98.5,99.0,1517.0,279.0,342.0,192.0,133.0,421.0,2829.5,98.5,299.0
jas.csv,870.0,287.5,579.5,99.0,2627.0,372.5,258.5,290.5,3481.0,257.5,2402.5,99.0,98.5
jbpm.csv,226.5,232.5,38.0,295.0,165.0,210.5,183.5,91.5,0.0,756.5,0.0,83.5,808.5
jgossipforum.csv,1080.5,384.0,130.0,97.5,1166.5,98.5,345.0,194.0,340.0,52.5,2966.0,99.0,29.5
jmonkeyengine.csv,1499.0,287.5,878.0,99.0,3548.5,98.5,504.0,1149.0,3341.0,986.0,3387.0,99.0,197.0
joustsim.csv,785.0,384.0,98.5,99.0,1753.0,98.5,194.0,95.5,518.0,401.5,3880.0,99.0,197.0
log4net.csv,704.0,185.0,98.5,456.5,643.5,98.5,216.5,388.0,41.0,978.0,730.5,99.0,535.5
ngl.csv,1510.0,287.5,283.5,99.0,1913.0,98.5,194.0,388.0,1162.0,1116.0,3885.0,98.5,196.0
piccolo2d.csv,1147.0,92.5,98.5,99.0,628.5,98.5,75.5,388.0,0.0,1024.5,422.5,99.0,320.0
pustefix.csv,716.0,189.0,98.5,195.0,3041.5,368.5,194.0,521.0,542.5,343.5,2010.0,98.5,197.0
reaper3d.csv,1424.5,189.0,225.5,99.0,2313.0,97.5,366.5,291.5,4282.5,488.0,1731.0,97.5,825.5
sblim.csv,1280.5,284.5,98.5,195.0,2396.0,98.5,96.5,993.5,3019.5,817.5,2828.5,99.0,197.0
