,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.37,0.85,0.66,0.63,0.62,0.98,0.96,0.75,0.7,0.62,0.51,0.28,0.74
e-bio-flow.csv,0.43,0.52,0.3,0.63,0.53,0.08,0.1,0.23,0.01,0.08,0.6,0.1,0.07
jas.csv,0.43,0.38,0.11,0.53,0.69,0.24,0.26,0.58,0.61,0.07,0.42,0.45,0.12
jbpm.csv,0.13,0.06,0.02,0.13,0.05,0.06,0.06,0.13,0.0,0.17,0.0,0.0,0.13
jgossipforum.csv,0.52,0.31,0.06,0.23,0.21,0.52,0.2,0.35,0.07,0.0,0.63,0.27,0.03
jmonkeyengine.csv,0.71,0.52,0.43,0.54,0.76,0.69,0.22,0.58,0.6,0.58,0.7,0.62,0.83
joustsim.csv,0.49,0.65,0.23,0.27,0.47,0.65,0.5,0.31,0.26,0.15,0.78,0.55,0.42
log4net.csv,0.46,0.1,0.27,0.21,0.12,0.15,0.1,0.42,0.01,0.3,0.14,0.24,0.13
ngl.csv,0.79,0.6,0.85,0.8,0.89,0.94,0.34,0.73,0.47,0.33,0.88,0.32,0.58
piccolo2d.csv,0.68,0.19,0.27,0.36,0.15,0.13,0.1,0.35,0.0,0.32,0.07,0.16,0.07
pustefix.csv,0.29,0.46,0.59,0.38,0.6,0.19,0.56,0.46,0.54,0.08,0.41,0.39,0.94
reaper3d.csv,0.63,0.39,0.29,0.73,0.31,0.65,0.22,0.62,0.5,0.17,0.36,0.13,0.15
sblim.csv,0.76,0.23,0.57,0.16,0.4,0.76,0.26,0.79,0.54,0.23,0.49,0.87,0.67
