,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.7,0.02,0.79,0.0,1.0
mediaportal.csv,0.35,0.51,0.16,0.56,0.47
poormans.csv,0.41,0.31,0.18,0.82,0.76
smartgwt.csv,0.43,0.77,0.84,0.7,0.76
sqlpower-library.csv,0.63,0.26,0.65,0.93,0.88
