,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.13,0.15,0.48,0.51,0.62,0.93
encog-java.csv,0.26,0.14,0.0,0.75,0.61,0.71
h2database.csv,0.24,0.28,0.5,0.61,0.79,0.96
jaql.csv,0.18,0.22,0.52,0.62,0.61,0.98
raven-monitoring.csv,0.12,0.1,0.61,0.46,0.17,1.0
v8.csv,0.03,0.18,0.39,0.32,0.37,0.99
