,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.92,0.39,0.34,0.61,0.77,0.43,0.44,0.57,0.66,0.8,0.96,0.7,0.38,0.82,0.36,0.52
echongl.csv,0.36,0.44,0.52,0.46,0.67,0.48,0.47,0.52,0.37,0.37,0.57,0.41,0.8,0.55,0.78,0.66
findbugs.csv,0.37,0.43,0.49,0.55,0.6,0.49,0.48,0.61,0.36,0.92,0.55,0.44,0.89,0.52,0.54,0.57
google-web-toolkit.csv,0.33,0.43,0.44,0.43,0.5,0.45,0.51,0.67,0.34,0.37,0.37,0.4,0.95,0.47,0.42,0.54
gwanted.csv,0.47,0.39,0.58,0.69,0.39,0.51,0.67,0.68,0.32,0.93,0.47,0.41,0.9,0.4,0.48,0.0
ivatamasks.csv,0.33,0.42,0.32,0.41,0.52,0.32,0.37,0.43,0.42,0.29,0.35,0.42,0.26,0.43,0.31,0.37
onotoa.csv,0.42,0.51,0.41,0.5,0.9,0.42,0.64,0.81,0.81,0.33,0.75,0.55,0.6,0.75,0.53,0.92
orc.csv,0.86,0.4,0.63,0.55,0.37,0.88,0.58,0.7,0.33,0.0,0.49,0.55,0.51,0.7,0.74,0.82
plato.csv,0.35,0.39,0.31,0.46,0.51,0.35,0.41,0.59,0.4,0.35,0.37,0.4,0.26,0.45,0.33,0.42
proftp.csv,0.5,0.82,0.96,0.97,0.44,0.92,0.97,0.76,0.35,0.61,0.9,0.63,0.0,0.58,0.89,0.0
rodin-b-sharp.csv,0.82,0.61,0.95,0.86,0.56,0.76,0.69,0.61,0.92,0.62,0.96,0.72,0.0,0.81,0.76,0.59
uclmda.csv,0.5,0.0,0.87,0.0,0.83,0.71,0.98,0.94,0.92,0.0,0.86,0.97,0.27,0.95,0.86,0.55
umber.csv,0.5,0.39,0.29,0.39,0.43,0.37,0.39,0.45,0.4,0.31,0.41,0.4,0.26,0.39,0.33,0.36
unicase.csv,0.5,0.4,0.33,0.44,0.46,0.55,0.44,0.57,0.43,0.5,0.43,0.43,0.86,0.46,0.38,0.45
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.36,0.38,0.42,0.4,0.31,0.37,0.39,0.26,0.4,0.32,0.39
