,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,25.0,1.0,5.0,3.0,61.0,14.0,6.0,9.0,0.0,0.0,2.0,2.0,0.0,1.0
continuum-ide.csv,72.0,0.0,169.0,91.0,61.0,3.0,1.0,0.0,161.0,3.0,1.0,260.0,0.0,0.0
free-evolution.csv,6.0,0.0,14.0,2.0,61.0,21.0,8.0,8.0,0.0,4.0,0.0,53.0,0.0,3.0
gtad.csv,0.0,59.0,169.0,91.0,61.0,86.0,0.0,55.0,161.0,72.0,139.0,260.0,0.0,60.0
jaxen.csv,72.0,0.0,0.0,91.0,0.0,0.0,1.0,0.0,161.0,0.0,139.0,260.0,0.0,60.0
jruby.csv,36.0,1.0,14.0,11.0,61.0,7.0,2.0,7.0,161.0,3.0,7.0,15.0,0.0,1.0
jsr308-langtools.csv,21.0,0.0,11.0,17.0,61.0,22.0,0.0,7.0,1.0,0.0,9.0,5.0,0.0,1.0
kaffeine.csv,47.0,0.0,29.0,2.0,42.0,50.0,7.0,10.0,0.0,8.0,16.0,0.0,0.0,1.0
oorexx.csv,32.0,0.0,16.0,6.0,43.0,24.0,3.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0
qedo.csv,72.0,1.0,0.0,91.0,61.0,86.0,49.0,1.0,161.0,72.0,3.0,0.0,144.0,0.0
sarasvati.csv,14.0,0.0,0.0,4.0,13.0,3.0,5.0,6.0,0.0,72.0,9.0,260.0,0.0,0.0
taokgame.csv,72.0,59.0,169.0,0.0,54.0,24.0,49.0,1.0,0.0,12.0,139.0,260.0,144.0,60.0
zabbix.csv,40.0,0.0,17.0,2.0,57.0,29.0,9.0,7.0,0.0,7.0,13.0,46.0,0.0,1.0
