,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.37,0.18,0.4,0.63,0.44,0.22,0.35,0.72,0.43,0.0,0.31,0.55,0.63,0.44
continuum-ide.csv,0.0,0.0,0.06,0.05,0.02,0.07,0.05,0.0,0.0,0.06,0.01,0.05,0.05,0.04
free-evolution.csv,0.17,0.91,0.19,0.35,0.31,0.29,0.4,0.26,0.27,0.18,0.0,0.39,0.0,0.52
gtad.csv,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
jaxen.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.02,0.0,0.01,0.0,0.0
jruby.csv,0.61,0.45,0.4,0.46,0.1,0.13,0.2,0.87,0.0,0.31,0.56,0.43,0.0,0.76
jsr308-langtools.csv,0.52,0.0,0.3,0.48,0.18,0.34,0.0,0.69,0.51,0.25,0.4,0.48,0.53,0.32
kaffeine.csv,0.89,0.0,0.62,0.98,0.69,0.76,0.75,1.0,1.0,1.0,0.99,0.74,1.0,0.92
oorexx.csv,0.61,0.0,0.58,0.44,0.7,0.3,0.45,0.56,0.84,0.78,0.66,0.52,0.89,0.0
qedo.csv,0.01,0.18,0.03,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.04
sarasvati.csv,0.21,0.91,0.0,0.06,0.21,0.06,0.4,0.23,0.3,0.0,0.38,0.02,0.11,0.2
taokgame.csv,0.0,0.0,0.01,0.0,0.89,0.29,0.05,0.03,0.0,0.29,0.0,0.04,0.0,0.0
zabbix.csv,0.77,0.55,0.74,0.73,0.93,0.43,0.75,0.82,0.0,0.47,0.85,0.81,0.63,0.88
